ZEIT,PRESS_FILTER,HEIGHT_FILTER,PRESS RAW [hpa],HEIGHT RAW [m],ACCEL,SPEED,EVENT,EVENT,VOLT. CHANNEL,VOLTAGE [V]
8.48999999999993,86666,1187.11456298828,87033,1152.50262451172,13.5378,356.87912865,0,RAMPE,4,10.9235861176025
8.49499999999993,86651.6640625,1188.46856689453,87010,1154.66864013672,23.3478,356.995826,0,RAMPE,5,0
8.49999999999993,86637.40625,1189.81597900391,86999,1155.70428466797,22.6611,357.109091075,0,RAMPE,1,12.1625928026367
8.50499999999993,86623.2421875,1191.15435791016,86989,1156.64630126953,17.7561,357.1978399,0,RAMPE,2,0.501497970722656
8.50999999999993,86609.359375,1192.46661376953,86989,1156.64630126953,18.4428,357.290021,0,RAMPE,3,10.9235861176025
8.51499999999993,86595.3671875,1193.78936767578,86968,1158.62432861328,24.525,357.41260225,0,RAMPE,4,10.9235861176025
8.51999999999993,86580.9765625,1195.15008544922,86931,1162.11029052734,20.8953,357.517041475,0,RAMPE,5,0
8.52499999999993,86566.9453125,1196.47650146484,86936,1161.63909912109,19.0314,357.612164525,0,RAMPE,1,12.1688783803125
8.52999999999993,86552.6328125,1197.83013916016,86905,1164.56072998047,18.4428,357.704345625,0,RAMPE,2,0.498830428325195
8.53499999999993,86538.5078125,1199.16558837891,86900,1165.03216552734,25.8003,357.8333011,0,RAMPE,3,10.9235861176025
8.53999999999994,86524.28125,1200.51153564453,86879,1167.01177978516,17.1675,357.919107975,0,RAMPE,4,10.9235861176025
8.54499999999994,86509.9765625,1201.86505126953,86860,1168.80340576172,17.1675,358.00491485,0,RAMPE,5,0
8.54999999999994,86495.4765625,1203.23699951172,86834,1171.25543212891,23.9364,358.12455415,0,RAMPE,1,12.1625928026367
8.55499999999994,86481.0703125,1204.60003662109,86824,1172.19879150391,21.4839,358.231935325,0,RAMPE,2,0.496162885927734
8.55999999999994,86466.2734375,1206.00042724609,86787,1175.69000244141,22.0725,358.34225845,0,RAMPE,3,10.9235861176025
8.56499999999994,86451.8515625,1207.36553955078,86792,1175.21820068359,20.8953,358.446697675,0,RAMPE,4,10.9235861176025
8.56999999999994,86437.4375,1208.73028564453,86777,1176.63323974609,17.1675,358.53250455,0,RAMPE,5,0
8.57499999999994,86423.2109375,1210.07684326172,86772,1177.10528564453,21.4839,358.639885725,0,RAMPE,1,12.1468788584473
8.57999999999994,86408.96875,1211.42535400391,86756,1178.61529541016,20.8953,358.74432495,0,RAMPE,2,0.498830428325195
8.58499999999994,86394.8125,1212.76605224609,86745,1179.65399169922,19.62,358.84238995,0,RAMPE,3,10.9235861176025
8.58999999999994,86380.65625,1214.10687255859,86730,1181.07025146484,20.8953,358.946829175,0,RAMPE,4,10.9235861176025
8.59499999999994,86366.4375,1215.45428466797,86711,1182.86431884766,18.4428,359.039010275,0,RAMPE,5,0
8.59999999999994,86351.8359375,1216.83721923828,86675,1186.26397705078,22.6611,359.15227535,0,RAMPE,1,12.1657355914746
8.60499999999995,86337.453125,1218.20037841797,86672,1186.54754638672,19.0314,359.2473984,0,RAMPE,2,0.501497970722656
8.60999999999995,86323.4375,1219.52825927734,86677,1186.07513427734,19.62,359.3454634,0,RAMPE,3,10.9235861176025
8.61499999999995,86309.34375,1220.86431884766,86657,1187.96478271484,22.6611,359.458728475,0,RAMPE,4,10.9235861176025
8.61999999999995,86295.3203125,1222.19354248047,86646,1189.00384521484,12.2625,359.5200191,0,RAMPE,5,0
8.62499999999995,86280.8671875,1223.56378173828,86607,1192.68988037109,24.525,359.64260035,0,RAMPE,1,12.1594500137988
8.62999999999995,86266.390625,1224.93646240234,86591,1194.20220947266,22.6611,359.755865425,0,RAMPE,2,0.501497970722656
8.63499999999995,86251.7734375,1226.32244873047,86568,1196.37664794922,11.6739,359.8142141,0,RAMPE,3,10.9235861176025
8.63999999999995,86237.65625,1227.66168212891,86580,1195.24200439453,23.9364,359.9338534,0,RAMPE,4,10.9235861176025
8.64499999999995,86223.2578125,1229.02740478516,86549,1198.17340087891,25.8003,360.062808875,0,RAMPE,5,0
8.64999999999995,86208.6640625,1230.41168212891,86523,1200.63262939453,14.715,360.136357625,0,RAMPE,1,12.1814495356641
8.65499999999995,86194.1640625,1231.78753662109,86513,1201.57879638672,19.62,360.234422625,0,RAMPE,2,0.493495343530273
8.65999999999995,86179.9453125,1233.13726806641,86513,1201.57879638672,22.6611,360.3476877,0,RAMPE,3,10.9235861176025
8.66499999999995,86165.2421875,1234.53240966797,86471,1205.55279541016,15.3036,360.4241784,0,RAMPE,4,10.9235861176025
8.66999999999996,86150.90625,1235.89337158203,86476,1205.07952880859,22.0725,360.534501525,0,RAMPE,5,0
8.67499999999996,86136.0859375,1237.30035400391,86434,1209.05560302734,23.9364,360.654140825,0,RAMPE,1,12.1657355914746
8.67999999999996,86121.25,1238.70867919922,86418,1210.57037353516,12.8511,360.7183734,0,RAMPE,2,0.504165513120117
8.68499999999996,86106.609375,1240.09893798828,86413,1211.04388427734,17.7561,360.807122225,0,RAMPE,3,10.9235861176025
8.68999999999996,86092.109375,1241.47613525391,86405,1211.80108642578,25.1136,360.932645425,0,RAMPE,4,10.9235861176025
8.69499999999996,86077.6015625,1242.85467529297,86389,1213.31695556641,20.8953,361.03708465,0,RAMPE,5,0
8.69999999999996,86062.859375,1244.25518798828,86361,1215.96917724609,14.1264,361.10769145,0,RAMPE,1,12.1563072249609
8.70499999999996,86048.25,1245.64324951172,86353,1216.72735595703,17.7561,361.196440275,0,RAMPE,2,0.498830428325195
8.70999999999996,86033.6015625,1247.03497314453,86335,1218.43280029297,24.525,361.319021525,0,RAMPE,3,10.9235861176025
8.71499999999996,86018.796875,1248.44183349609,86311,1220.70745849609,12.2625,361.38031215,0,RAMPE,4,10.9235861176025
8.71999999999996,86004.3671875,1249.81378173828,86316,1220.23345947266,25.1136,361.50583535,0,RAMPE,5,0
8.72499999999996,85989.9453125,1251.18426513672,86301,1221.65545654297,20.2086,361.6068423,0,RAMPE,1,12.1594500137988
8.72999999999996,85975.1328125,1252.59283447266,86264,1225.16314697266,14.715,361.68039105,0,RAMPE,2,0.493495343530273
8.73499999999997,85960.59375,1253.97515869141,86264,1225.16314697266,15.3036,361.75688175,0,RAMPE,3,10.9235861176025
8.73999999999997,85946.046875,1255.35882568359,86248,1226.68035888672,15.9903,361.836804725,0,RAMPE,4,10.9235861176025
8.74499999999997,85931.6171875,1256.73126220703,86238,1227.62896728516,26.9775,361.9716441,0,RAMPE,5,0
8.74999999999997,85916.703125,1258.15032958984,86196,1231.61334228516,22.0725,362.081967225,0,RAMPE,1,12.1688783803125
8.75499999999997,85901.671875,1259.58062744141,86175,1233.60614013672,12.2625,362.14325785,0,RAMPE,2,0.504165513120117
8.75999999999997,85886.75,1261.00006103516,86165,1234.55535888672,14.1264,362.21386465,0,RAMPE,3,10.9235861176025
8.76499999999997,85871.765625,1262.42608642578,86146,1236.35894775391,12.8511,362.278097225,0,RAMPE,4,10.9235861176025
8.76999999999997,85857.0390625,1263.82818603516,86144,1236.54864501953,19.62,362.376162225,0,RAMPE,5,0
8.77499999999997,85842.25,1265.23626708984,86125,1238.35260009766,20.8953,362.48060145,0,RAMPE,1,12.1720211691504
8.77999999999997,85827.265625,1266.66290283203,86099,1240.82159423828,14.715,362.5541502,0,RAMPE,2,0.498830428325195
8.78499999999997,85812.4765625,1268.07073974609,86094,1241.29656982422,12.8511,362.618382775,0,RAMPE,3,10.9235861176025
8.78999999999997,85797.7734375,1269.47125244141,86083,1242.34173583984,15.3036,362.694873475,0,RAMPE,4,10.9235861176025
8.79499999999998,85783.171875,1270.86224365234,86073,1243.29119873047,20.2086,362.795880425,0,RAMPE,5,0
8.79999999999998,85768.3828125,1272.27069091797,86047,1245.76141357422,12.8511,362.860113,0,RAMPE,1,12.1468788584473
8.80499999999998,85753.671875,1273.67242431641,86036,1246.80706787109,15.3036,362.9366037,0,RAMPE,2,0.496162885927734
8.80999999999998,85738.8828125,1275.08184814453,86016,1248.70758056641,14.715,363.01015245,0,RAMPE,3,10.9235861176025
8.81499999999998,85724.2578125,1276.47589111328,86010,1249.27813720703,17.7561,363.098901275,0,RAMPE,4,10.9235861176025
8.81999999999998,85709.5390625,1277.87884521484,85989,1251.27447509766,12.2625,363.1601919,0,RAMPE,5,0
8.82499999999998,85695.0078125,1279.26397705078,85984,1251.74981689453,6.1803,363.191082375,0,RAMPE,1,12.1563072249609
8.82999999999998,85680.2890625,1280.66729736328,85958,1254.22210693359,17.7561,363.2798312,0,RAMPE,2,0.493495343530273
8.83499999999998,85665.5546875,1282.07257080078,85942,1255.74371337891,11.0853,363.335237925,0,RAMPE,3,10.9235861176025
8.83999999999998,85650.921875,1283.46759033203,85932,1256.69500732422,7.3575,363.3720123,0,RAMPE,4,10.9235861176025
8.84499999999998,85636.28125,1284.86444091797,85916,1258.21697998047,17.1675,363.457819175,0,RAMPE,5,0
8.84999999999998,85621.5390625,1286.27081298828,85895,1260.21502685547,17.1675,363.54362605,0,RAMPE,1,12.1594500137988
8.85499999999998,85606.6640625,1287.69012451172,85872,1262.40423583984,15.9903,363.623549025,0,RAMPE,2,0.498830428325195
8.85999999999999,85591.3984375,1289.14642333984,85835,1265.92620849609,16.5789,363.70641395,0,RAMPE,3,10.9235861176025
8.86499999999999,85576.171875,1290.59942626953,85822,1267.16436767578,20.2086,363.8074209,0,RAMPE,4,10.9235861176025
8.86999999999999,85560.859375,1292.06134033203,85801,1269.16412353516,10.3986,363.85939535,0,RAMPE,5,0
8.87499999999999,85545.734375,1293.50506591797,85796,1269.64044189453,20.2086,363.9604023,0,RAMPE,1,12.1625928026367
8.87999999999999,85530.375,1294.97149658203,85767,1272.40252685547,11.6739,364.018750975,0,RAMPE,2,0.496162885927734
8.88499999999999,85515.0078125,1296.43927001953,85751,1273.92742919922,12.2625,364.0800416,0,RAMPE,3,10.9235861176025
8.88999999999999,85500.5234375,1297.82244873047,85783,1270.87835693359,14.1264,364.1506484,0,RAMPE,4,10.9235861176025
8.89499999999999,85485.75,1299.23345947266,85751,1273.92742919922,11.0853,364.206055125,0,RAMPE,5,0
8.89999999999999,85470.59375,1300.68157958984,85715,1277.35784912109,11.0853,364.26146185,0,RAMPE,1,12.1625928026367
8.90499999999999,85455.4296875,1302.13055419922,85699,1278.88348388672,4.3164,364.28303615,0,RAMPE,2,0.493495343530273
8.90999999999999,85440.265625,1303.57916259766,85683,1280.40875244141,15.9903,364.362959125,0,RAMPE,3,10.9235861176025
8.91499999999999,85425.0234375,1305.03607177734,85663,1282.31610107422,4.905,364.387475375,0,RAMPE,4,10.9235861176025
8.91999999999999,85409.9609375,1306.47589111328,85657,1282.88812255859,11.6739,364.44582405,0,RAMPE,5,0
8.925,85394.6171875,1307.94293212891,85626,1285.84503173828,8.6328,364.48897265,0,RAMPE,1,12.1625928026367
8.93,85379.65625,1309.37335205078,85631,1285.36798095703,10.3986,364.5409471,0,RAMPE,2,0.498830428325195
8.935,85364.7109375,1310.80279541016,85616,1286.79925537109,12.8511,364.605179675,0,RAMPE,3,10.9235861176025
8.94,85349.6171875,1312.24627685547,85592,1289.08929443359,11.6739,364.66352835,0,RAMPE,4,10.9235861176025
8.945,85334.7578125,1313.66741943359,85589,1289.37518310547,14.1264,364.73413515,0,RAMPE,5,0
8.95,85319.8515625,1315.09344482422,85571,1291.09344482422,7.3575,364.770909525,0,RAMPE,1,12.1657355914746
8.955,85304.8125,1316.53289794922,85548,1293.28887939453,20.2086,364.871916475,0,RAMPE,2,0.504165513120117
8.96,85289.53125,1317.99505615234,85519,1296.05804443359,12.2625,364.9332071,0,RAMPE,3,10.9235861176025
8.965,85273.9453125,1319.48699951172,85487,1299.11407470703,11.0853,364.988613825,0,RAMPE,4,10.9235861176025
8.97,85258.703125,1320.94561767578,85490,1298.82794189453,12.8511,365.0528464,0,RAMPE,5,0
8.975,85243.2265625,1322.42755126953,85461,1301.59796142578,4.905,365.07736265,0,RAMPE,1,12.1563072249609
8.98,85228.0390625,1323.88201904297,85461,1301.59796142578,9.2214,365.1234532,0,RAMPE,2,0.501497970722656
8.985,85212.671875,1325.35333251953,85435,1304.08245849609,3.0411,365.138653275,0,RAMPE,3,10.9235861176025
8.99000000000001,85197.296875,1326.82611083984,85419,1305.61224365234,-0.5886,365.135711325,0,RAMPE,4,10.9235861176025
8.99500000000001,85181.828125,1328.30780029297,85398,1307.61956787109,0,365.135711325,4,BURNOUT,5,0
9.00000000000001,85165.90625,1329.83306884766,85357,1311.53973388672,0,365.135711325,0,RAMPE,1,12.1657355914746
9.00500000000001,85149.984375,1331.35919189453,85341,1313.07061767578,0,365.135711325,0,RAMPE,2,0.490827801132812
9.01000000000001,85133.890625,1332.90167236328,85315,1315.55792236328,2.4525,365.14796945,0,RAMPE,3,10.9235861176025
9.01500000000001,85118.1171875,1334.41314697266,85317,1315.36676025391,-3.7278,365.1293371,0,RAMPE,4,10.9235861176025
9.02000000000001,85102.3203125,1335.92779541016,85299,1317.08880615234,-5.4936,365.1018789,0,RAMPE,5,0
9.02500000000001,85086.7265625,1337.42291259766,85294,1317.56744384766,-0.5886,365.09893695,0,RAMPE,1,12.1594500137988
9.03000000000001,85070.9609375,1338.93450927734,85268,1320.05584716797,-4.3164,365.07736265,0,RAMPE,2,0.504165513120117
9.03500000000001,85055.109375,1340.45501708984,85247,1322.06622314453,-2.4525,365.065104525,0,RAMPE,3,10.9235861176025
9.04000000000001,85039.2578125,1341.97576904297,85231,1323.59796142578,-8.6328,365.021955925,0,RAMPE,4,10.9235861176025
9.04500000000001,85023.4296875,1343.49383544922,85216,1325.03460693359,-4.905,364.997439675,0,RAMPE,5,0
9.05000000000001,85007.4609375,1345.02667236328,85192,1327.33343505859,-4.905,364.972923425,0,RAMPE,1,12.1625928026367
9.05500000000002,84991.5859375,1346.54986572266,85181,1328.38702392578,-4.3164,364.951349125,0,RAMPE,2,0.496162885927734
9.06000000000002,84975.625,1348.08197021484,85160,1330.39898681641,-6.7689,364.9175167,0,RAMPE,3,10.9235861176025
9.06500000000002,84959.21875,1349.65655517578,85119,1334.32867431641,-9.81,364.8684842,0,RAMPE,4,10.9235861176025
9.07000000000002,84943.1953125,1351.19549560547,85124,1333.84930419922,-7.3575,364.831709825,0,RAMPE,5,0
9.07500000000002,84926.9140625,1352.75848388672,85093,1336.82122802734,-9.2214,364.785619275,0,RAMPE,1,12.1688783803125
9.08000000000002,84910.4375,1354.34136962891,85066,1339.41070556641,-7.3575,364.7488449,0,RAMPE,2,0.498830428325195
9.08500000000002,84893.890625,1355.93035888672,85046,1341.32867431641,-9.81,364.6998124,0,RAMPE,3,10.9235861176025
9.09000000000002,84877.359375,1357.51910400391,85030,1342.86395263672,-10.3986,364.64783795,0,RAMPE,4,10.9235861176025
9.09500000000002,84861.0390625,1359.08709716797,85025,1343.34320068359,-11.0853,364.592431225,0,RAMPE,5,0
9.10000000000002,84844.5390625,1360.67266845703,84998,1345.93426513672,-11.0853,364.5370245,0,RAMPE,1,12.1751639579883
9.10500000000002,84828.15625,1362.24700927734,84988,1346.89410400391,-11.0853,364.481617775,0,RAMPE,2,0.498830428325195
9.11000000000002,84811.7890625,1363.82098388672,84972,1348.42974853516,-12.8511,364.4173852,0,RAMPE,3,10.9235861176025
9.11500000000003,84794.8671875,1365.44744873047,84925,1352.94232177734,-12.2625,364.356094575,0,RAMPE,4,10.9235861176025
9.12000000000003,84778.0625,1367.06378173828,84915,1353.90289306641,-13.5378,364.288429725,0,RAMPE,5,0
9.12500000000003,84761.1796875,1368.68731689453,84894,1355.91998291016,-14.715,364.214880975,0,RAMPE,1,12.1657355914746
9.13000000000003,84743.65625,1370.37322998047,84842,1360.91656494141,-15.3036,364.138390275,0,RAMPE,2,0.501497970722656
9.13500000000003,84726.53125,1372.02056884766,84847,1360.43585205078,-14.1264,364.067783475,0,RAMPE,3,10.9235861176025
9.14000000000003,84709.34375,1373.67449951172,84826,1362.45489501953,-14.1264,363.997176675,0,RAMPE,4,10.9235861176025
9.14500000000003,84692.0859375,1375.33563232422,84805,1364.47369384766,-17.1675,363.9113698,0,RAMPE,5,0
9.15000000000003,84674.375,1377.04022216797,84763,1368.51239013672,-19.0314,363.81624675,0,RAMPE,1,12.1625928026367
9.15500000000003,84656.8359375,1378.72869873047,84755,1369.28216552734,-17.1675,363.730439875,0,RAMPE,2,0.496162885927734
9.16000000000003,84639.0546875,1380.44134521484,84724,1372.26397705078,-18.4428,363.638258775,0,RAMPE,3,10.9235861176025
9.16500000000003,84621.546875,1382.12750244141,84722,1372.45697021484,-19.62,363.540193775,0,RAMPE,4,10.9235861176025
9.17000000000003,84603.8359375,1383.83319091797,84693,1375.24737548828,-19.62,363.442128775,0,RAMPE,5,0
9.17500000000003,84585.859375,1385.56524658203,84661,1378.32806396484,-20.2086,363.341121825,0,RAMPE,1,12.153164436123
9.18000000000004,84567.8125,1387.30413818359,84640,1380.35003662109,-19.62,363.243056825,0,RAMPE,2,0.498830428325195
9.18500000000004,84549.671875,1389.05194091797,84617,1382.56500244141,-19.62,363.144991825,0,RAMPE,3,10.9235861176025
9.19000000000004,84531.53125,1390.80072021484,84599,1384.29925537109,-21.4839,363.03761065,0,RAMPE,4,10.9235861176025
9.19500000000004,84513.8046875,1392.50958251953,84604,1383.81744384766,-23.9364,362.91797135,0,RAMPE,5,0
9.20000000000004,84496.1171875,1394.21527099609,84588,1385.35870361328,-25.8003,362.789015875,0,RAMPE,1,12.1657355914746
9.20500000000004,84478.328125,1395.93060302734,84565,1387.57476806641,-24.525,362.666434625,0,RAMPE,2,0.498830428325195
9.21000000000004,84459.8515625,1397.71307373047,84510,1392.87640380859,-28.8414,362.522279075,0,RAMPE,3,10.9235861176025
9.21500000000004,84441.96875,1399.43829345703,84525,1391.43072509766,-29.43,362.375181575,0,RAMPE,4,10.9235861176025
9.22000000000004,84423.953125,1401.17669677734,84499,1393.93743896484,-29.43,362.228084075,0,RAMPE,5,0
9.22500000000004,84405.6875,1402.93914794922,84468,1396.92718505859,-31.8825,362.06872845,0,RAMPE,1,12.1657355914746
9.23000000000004,84386.8828125,1404.75445556641,84421,1401.46160888672,-33.1578,361.9029986,0,RAMPE,2,0.496162885927734
9.23500000000004,84368.109375,1406.56658935547,84405,1403.00555419922,-33.1578,361.73726875,0,RAMPE,3,10.9235861176025
9.24000000000004,84349.875,1408.32708740234,84416,1401.94415283203,-33.1578,361.5715389,0,RAMPE,4,10.9235861176025
9.24500000000005,84331.21875,1410.12933349609,84374,1405.99810791016,-33.7464,361.4028671,0,RAMPE,5,0
9.25000000000005,84312.59375,1411.92791748047,84358,1407.54278564453,-33.7464,361.2341953,0,RAMPE,1,12.1594500137988
9.25500000000005,84293.7734375,1413.74652099609,84329,1410.34344482422,-34.335,361.06258155,0,RAMPE,2,0.501497970722656
9.26000000000005,84274.5703125,1415.60174560547,84290,1414.11065673828,-33.7464,360.89390975,0,RAMPE,3,10.9235861176025
9.26500000000005,84255.375,1417.45721435547,84272,1415.85040283203,-34.9236,360.71935405,0,RAMPE,4,10.9235861176025
9.27000000000005,84236.4296875,1419.28863525391,84267,1416.33355712891,-34.9236,360.54479835,0,RAMPE,5,0
9.27500000000005,84217.6796875,1421.10101318359,84259,1417.10638427734,-34.9236,360.37024265,0,RAMPE,1,12.1688783803125
9.28000000000005,84198.59375,1422.94647216797,84222,1420.68353271484,-35.6103,360.192254675,0,RAMPE,2,0.496162885927734
9.28500000000005,84179.3125,1424.81146240234,84193,1423.48785400391,-34.335,360.020640925,0,RAMPE,3,10.9235861176025
9.29000000000005,84159.8984375,1426.68914794922,84167,1426.00262451172,-35.6103,359.84265295,0,RAMPE,4,10.9235861176025
9.29500000000005,84140.15625,1428.59930419922,84131,1429.48529052734,-34.9236,359.66809725,0,RAMPE,5,0
9.30000000000005,84120.765625,1430.47589111328,84131,1429.48529052734,-35.6103,359.490109275,0,RAMPE,1,12.153164436123
9.30500000000005,84101.3359375,1432.35638427734,84110,1431.51812744141,-36.1989,359.30917935,0,RAMPE,2,0.504165513120117
9.31000000000006,84081.78125,1434.24957275391,84084,1434.03497314453,-35.6103,359.131191375,0,RAMPE,3,10.9235861176025
9.31500000000006,84062.1796875,1436.14764404297,84063,1436.06817626953,-35.6103,358.9532034,0,RAMPE,4,10.9235861176025
9.32000000000006,84042.3359375,1438.06903076172,84031,1439.16693115234,-36.1989,358.772273475,0,RAMPE,5,0
9.32500000000006,84022.5703125,1439.98370361328,84016,1440.62017822266,-34.9236,358.597717775,0,RAMPE,1,12.1625928026367
9.33000000000006,84002.671875,1441.91156005859,83990,1443.13934326172,-34.9236,358.423162075,0,RAMPE,2,0.498830428325195
9.33500000000006,83982.6484375,1443.85150146484,83964,1445.65899658203,-35.6103,358.2451741,0,RAMPE,3,10.9235861176025
9.34000000000006,83962.296875,1445.82415771484,83927,1449.24566650391,-36.1989,358.064244175,0,RAMPE,4,10.9235861176025
9.34500000000006,83942.109375,1447.78118896484,83917,1450.21539306641,-35.6103,357.8862562,0,RAMPE,5,0
9.35000000000006,83922.28125,1449.70355224609,83917,1450.21539306641,-34.9236,357.7117005,0,RAMPE,1,12.153164436123
9.35500000000006,83902.0390625,1451.66619873047,83875,1454.28875732422,-34.9236,357.5371448,0,RAMPE,2,0.496162885927734
9.36000000000006,83881.8515625,1453.62445068359,83859,1455.84149169922,-34.335,357.36553105,0,RAMPE,3,10.9235861176025
9.36500000000006,83861.6328125,1455.58599853516,83838,1457.87908935547,-33.7464,357.19685925,0,RAMPE,4,10.9235861176025
9.37000000000006,83841.109375,1457.57733154297,83802,1461.37335205078,-33.7464,357.02818745,0,RAMPE,5,0
9.37500000000007,83820.7421875,1459.55364990234,83791,1462.44110107422,-33.1578,356.8624576,0,RAMPE,1,12.1751639579883
9.38000000000007,83800.2578125,1461.54229736328,83765,1464.96563720703,-33.7464,356.6937858,0,RAMPE,2,0.498830428325195
9.38500000000007,83779.65625,1463.54229736328,83739,1467.49090576172,-33.7464,356.525114,0,RAMPE,3,10.9235861176025
9.39000000000007,83759.03125,1465.54510498047,83718,1469.53082275391,-33.1578,356.35938415,0,RAMPE,4,10.9235861176025
9.39500000000007,83738.4296875,1467.54656982422,83700,1471.28009033203,-33.1578,356.1936543,0,RAMPE,5,0
9.40000000000007,83718.0390625,1469.52728271484,83692,1472.05718994141,-33.1578,356.02792445,0,RAMPE,1,12.1625928026367
9.40500000000007,83697.3359375,1471.53900146484,83655,1475.65386962891,-33.1578,355.8621946,0,RAMPE,2,0.493495343530273
9.41000000000007,83676.6640625,1473.54803466797,83637,1477.40362548828,-33.7464,355.6935228,0,RAMPE,3,10.9235861176025
9.41500000000007,83655.8828125,1475.56756591797,83611,1479.93194580078,-34.9236,355.5189671,0,RAMPE,4,10.9235861176025
9.42000000000007,83634.8671875,1477.61090087891,83579,1483.04498291016,-34.335,355.34735335,0,RAMPE,5,0
9.42500000000007,83614.2734375,1479.61358642578,83582,1482.75286865234,-33.7464,355.17868155,0,RAMPE,1,12.1594500137988
9.43000000000007,83593.3359375,1481.65020751953,83543,1486.54742431641,-34.9236,355.00412585,0,RAMPE,2,0.498830428325195
9.43500000000008,83572.3671875,1483.69012451172,83522,1488.59185791016,-34.9236,354.82957015,0,RAMPE,3,10.9235861176025
9.44000000000008,83551.2890625,1485.74102783203,83496,1491.12298583984,-34.9236,354.65501445,0,RAMPE,4,10.9235861176025
9.44500000000008,83530.34375,1487.77935791016,83483,1492.38848876953,-35.6103,354.477026475,0,RAMPE,5,0
9.45000000000008,83509.140625,1489.84356689453,83449,1495.70001220703,-36.1989,354.29609655,0,RAMPE,1,12.1625928026367
9.45500000000008,83488.2109375,1491.88092041016,83444,1496.18719482422,-35.6103,354.118108575,0,RAMPE,2,0.501497970722656
9.46000000000008,83467.1484375,1493.93243408203,83417,1498.81732177734,-35.6103,353.9401206,0,RAMPE,3,10.9235861176025
9.46500000000008,83446.09375,1495.98309326172,83397,1500.76654052734,-35.6103,353.762132625,0,RAMPE,4,10.9235861176025
9.47000000000008,83424.546875,1498.08233642578,83350,1505.34808349609,-35.6103,353.58414465,0,RAMPE,5,0
9.47500000000008,83403.0703125,1500.17510986328,83334,1506.90814208984,-35.6103,353.406156675,0,RAMPE,1,12.1657355914746
9.48000000000008,83381.4375,1502.28350830078,83305,1509.73663330078,-36.1989,353.22522675,0,RAMPE,2,0.498830428325195
9.48500000000008,83360.0234375,1504.37066650391,83297,1510.51727294922,-35.6103,353.047238775,0,RAMPE,3,10.9235861176025
9.49000000000008,83338.3359375,1506.48529052734,83261,1514.02935791016,-35.6103,352.8692508,0,RAMPE,4,10.9235861176025
9.49500000000008,83316.9609375,1508.57025146484,83258,1514.32220458984,-34.9236,352.6946951,0,RAMPE,5,0
9.50000000000009,83295.390625,1510.67401123047,83227,1517.34808349609,-34.9236,352.5201394,0,RAMPE,1,12.1688783803125
9.50500000000009,83273.8125,1512.77935791016,83206,1519.39813232422,-34.9236,352.3455837,0,RAMPE,2,0.496162885927734
9.51000000000009,83252.3125,1514.87750244141,83190,1520.96099853516,-34.9236,352.171028,0,RAMPE,3,10.9235861176025
9.51500000000009,83230.1796875,1517.03790283203,83135,1526.33294677734,-35.6103,351.993040025,0,RAMPE,4,10.9235861176025
9.52000000000009,83208.140625,1519.18939208984,83120,1527.79888916016,-35.6103,351.81505205,0,RAMPE,5,0
9.52500000000009,83186.2265625,1521.32904052734,83106,1529.16705322266,-36.1989,351.634122125,0,RAMPE,1,12.1657355914746
9.53000000000009,83164.1796875,1523.48260498047,83078,1531.90386962891,-35.6103,351.45613415,0,RAMPE,2,0.496162885927734
9.53500000000009,83141.984375,1525.65081787109,83049,1534.73944091797,-36.1989,351.275204225,0,RAMPE,3,10.9235861176025
9.54000000000009,83119.96875,1527.80181884766,83038,1535.81500244141,-36.1989,351.0942743,0,RAMPE,4,10.9235861176025
9.54500000000009,83097.859375,1529.96270751953,83012,1538.35809326172,-36.1989,350.913344375,0,RAMPE,5,0
9.55000000000009,83075.9453125,1532.10516357422,83002,1539.33648681641,-36.7875,350.7294725,0,RAMPE,1,12.1625928026367
9.55500000000009,83053.84375,1534.26580810547,82971,1542.36981201172,-36.7875,350.545600625,0,RAMPE,2,0.488160258735352
9.56000000000009,83031.8359375,1536.41802978516,82955,1543.93560791016,-36.1989,350.3646707,0,RAMPE,3,10.9235861176025
9.5650000000001,83009.4453125,1538.60797119141,82913,1548.04779052734,-36.1989,350.183740775,0,RAMPE,4,10.9235861176025
9.5700000000001,82987.0390625,1540.80010986328,82892,1550.10418701172,-36.1989,350.00281085,0,RAMPE,5,0
9.5750000000001,82964.7421875,1542.98223876953,82877,1551.57366943359,-36.7875,349.818938975,0,RAMPE,1,12.1657355914746
9.5800000000001,82942.8359375,1545.12689208984,82877,1551.57366943359,-36.1989,349.63800905,0,RAMPE,2,0.501497970722656
9.5850000000001,82920.640625,1547.29974365234,82840,1555.19830322266,-36.7875,349.454137175,0,RAMPE,3,10.9235861176025
9.5900000000001,82898.2578125,1549.49151611328,82809,1558.23651123047,-36.7875,349.2702653,0,RAMPE,4,10.9235861176025
9.5950000000001,82875.875,1551.68365478516,82788,1560.29498291016,-36.7875,349.086393425,0,RAMPE,5,0
9.6000000000001,82853.1953125,1553.90533447266,82751,1563.92279052734,-36.1989,348.9054635,0,RAMPE,1,12.153164436123
9.6050000000001,82830.1875,1556.16009521484,82712,1567.74871826172,-36.1989,348.724533575,0,RAMPE,2,0.504165513120117
9.6100000000001,82807.4296875,1558.39044189453,82704,1568.53387451172,-36.1989,348.54360365,0,RAMPE,3,10.9235861176025
9.6150000000001,82784.671875,1560.62127685547,82683,1570.59454345703,-36.1989,348.362673725,0,RAMPE,4,10.9235861176025
