ts,id,Ax,Ay,Az,Gx,Gy,Gz
-0.435,IMU0,0.11496093750000001,-9.896220703125001,-0.8047265625000001,-1.7507002801120448,-0.1400560224089636,0.5602240896358543
-0.425,IMU0,0.076640625,-9.896220703125001,-0.8238867187500001,-1.680672268907563,-0.1400560224089636,0.4901960784313726
-0.415,IMU0,0.076640625,-9.877060546875,-0.8813671875000001,-1.7507002801120448,-0.0700280112044818,0.4901960784313726
-0.405,IMU0,0.13412109375,-9.8483203125,-0.890947265625,-1.680672268907563,0.1400560224089636,0.5602240896358543
-0.395,IMU0,0.162861328125,-9.838740234375,-0.8813671875000001,-1.680672268907563,0,0.5602240896358543
-0.385,IMU0,0.17244140625,-9.877060546875,-0.8813671875000001,-1.6106442577030813,-0.1400560224089636,0.5602240896358543
-0.375,IMU0,0.162861328125,-9.838740234375,-0.8047265625000001,-1.6106442577030813,-0.1400560224089636,0.6302521008403361
-0.365,IMU0,0.086220703125,-9.857900390625,-0.7855664062500001,-1.6106442577030813,-0.0700280112044818,0.5602240896358543
-0.355,IMU0,0.067060546875,-9.877060546875,-0.756826171875,-1.680672268907563,0,0.5602240896358543
-0.345,IMU0,0.086220703125,-9.867480468750001,-0.756826171875,-1.680672268907563,-0.0700280112044818,0.5602240896358543
-0.335,IMU0,0.11496093750000001,-9.8483203125,-0.833466796875,-1.7507002801120448,-0.21008403361344538,0.5602240896358543
-0.325,IMU0,0.13412109375,-9.877060546875,-0.871787109375,-1.7507002801120448,-0.21008403361344538,0.5602240896358543
-0.315,IMU0,0.13412109375,-9.838740234375,-0.8622070312500001,-1.7507002801120448,-0.0700280112044818,0.5602240896358543
-0.305,IMU0,0.09580078125000001,-9.896220703125001,-0.9196875000000001,-1.680672268907563,0.0700280112044818,0.5602240896358543
-0.295,IMU0,0.15328125,-9.867480468750001,-0.8813671875000001,-1.680672268907563,-0.21008403361344538,0.4901960784313726
-0.285,IMU0,0.15328125,-9.819580078125,-0.871787109375,-1.6106442577030813,-0.42016806722689076,0.5602240896358543
-0.275,IMU0,0.086220703125,-9.896220703125001,-0.775986328125,-1.6106442577030813,-0.2801120448179272,0.6302521008403361
-0.265,IMU0,0.15328125,-9.886640625,-0.8813671875000001,-1.680672268907563,0.0700280112044818,0.5602240896358543
-0.255,IMU0,0.067060546875,-9.886640625,-0.814306640625,-1.680672268907563,0.21008403361344538,0.5602240896358543
-0.245,IMU0,-0.009580078125,-9.877060546875,-0.689765625,-1.6106442577030813,0.21008403361344538,0.6302521008403361
-0.235,IMU0,0.21076171875000002,-9.886640625,-0.9388476562500001,-1.7507002801120448,-0.21008403361344538,0.4901960784313726
-0.225,IMU0,0.067060546875,-9.867480468750001,-0.6610253906250001,-1.7507002801120448,-0.42016806722689076,0.5602240896358543
-0.215,IMU0,0.12454101562500001,-9.90580078125,-0.9005273437500001,-1.8207282913165266,-0.1400560224089636,0.5602240896358543
-0.205,IMU0,0.10538085937500001,-9.819580078125,-0.7855664062500001,-1.680672268907563,0,0.5602240896358543
-0.195,IMU0,0.143701171875,-9.953701171875,-1.120869140625,-1.7507002801120448,-0.1400560224089636,0.5602240896358543
-0.185,IMU0,0.12454101562500001,-10.308164062500001,-0.7855664062500001,-1.5406162464985995,-0.1400560224089636,0.5602240896358543
-0.175,IMU0,-0.20118164062500002,-14.485078125000001,-0.9963281250000001,-1.400560224089636,-0.4901960784313726,0.6302521008403361
-0.165,IMU0,-0.59396484375,-18.748212890625002,2.212998046875,-0.700280112044818,-0.6302521008403361,0.6302521008403361
-0.155,IMU0,-0.689765625,-19.543359375,1.082548828125,-2.6610644257703084,-1.4705882352941178,0.21008403361344538
-0.145,IMU0,0.067060546875,-22.743105468750002,-1.063388671875,-4.551820728291316,3.081232492997199,-0.0700280112044818
-0.135,IMU0,1.8872753906250002,-27.49482421875,-2.5099804687500002,-5.112044817927171,7.072829131652662,0
-0.125,IMU0,0.028740234375000003,-31.623837890625,-0.9196875000000001,-3.781512605042017,4.341736694677872,1.3305322128851542
-0.115,IMU0,1.1687695312500002,-33.482373046875004,-2.212998046875,-0.9803921568627452,4.481792717086835,1.3305322128851542
-0.105,IMU0,0.48858398437500006,-35.31216796875,-3.00814453125,-1.8207282913165266,4.551820728291316,1.8207282913165266
-0.095,IMU0,-0.929267578125,-37.68802734375,-0.5460644531250001,-3.2212885154061626,6.302521008403362,1.680672268907563
-0.085,IMU0,0.13412109375,-39.479501953125,-1.542392578125,-1.9607843137254903,7.072829131652662,1.400560224089636
-0.075,IMU0,-0.59396484375,-41.615859375,-1.85853515625,-1.4705882352941178,4.901960784313726,1.6106442577030813
-0.065,IMU0,-0.057480468750000006,-42.458906250000005,-0.756826171875,-2.2408963585434174,5.182072829131653,0.7703081232492998
-0.055,IMU0,0.5843847656250001,-43.388173828125005,-0.7280859375000001,-3.2913165266106446,5.9523809523809526,0.350140056022409
-0.045,IMU0,0.0383203125,-43.608515625,-0.852626953125,-2.9411764705882355,6.022408963585434,0.42016806722689076
-0.035,IMU0,0.45026367187500005,-44.164160156250006,-0.009580078125,-2.2408963585434174,6.862745098039216,0.8403361344537815
-0.025,IMU0,0.9196875000000001,-44.66232421875,-0.890947265625,-2.030812324929972,10.224089635854343,1.400560224089636
-0.015,IMU0,0.11496093750000001,-44.66232421875,-0.39278320312500004,-1.8907563025210086,14.42577030812325,1.6106442577030813
-0.005,IMU0,-0.9675878906250001,-44.62400390625,0.6227050781250001,-2.73109243697479,14.985994397759104,1.680672268907563
0.005,IMU0,-1.427431640625,-45.055107421875,-2.462080078125,-2.450980392156863,19.18767507002801,1.3305322128851542
0.015,IMU0,-0.8622070312500001,-45.50537109375,-2.35669921875,-0.7703081232492998,19.39775910364146,0.6302521008403361
0.025,IMU0,-1.005908203125,-46.15681640625,0.01916015625,-0.9103641456582633,13.375350140056023,0.0700280112044818
0.035,IMU0,-0.42152343750000004,-46.827421875000006,-0.737666015625,0.0700280112044818,7.563025210084034,-0.7703081232492998
0.045,IMU0,-0.49816406250000006,-47.775849609375,1.7723144531250001,-1.1204481792717087,6.722689075630252,-0.2801120448179272
0.055,IMU0,0.718505859375,-48.666796875,-1.0538085937500001,-4.131652661064426,11.764705882352942,-0.42016806722689076
0.065,IMU0,1.120869140625,-49.097900390625,-0.354462890625,-3.5714285714285716,15.896358543417367,-0.1400560224089636
0.075,IMU0,-0.11496093750000001,-49.366142578125,-0.09580078125000001,-1.5406162464985995,22.899159663865547,0.6302521008403361
0.085,IMU0,2.77822265625,-49.98884765625,-1.9160156250000002,-1.3305322128851542,25.420168067226893,0.5602240896358543
0.095,IMU0,-0.13412109375,-51.06181640625,-1.8010546875000002,-3.2913165266106446,20.58823529411765,1.9607843137254903
0.105,IMU0,-1.3699511718750002,-50.74567382812501,0.63228515625,-2.2408963585434174,27.17086834733894,2.100840336134454
0.115,IMU0,0.09580078125000001,-51.579140625,-0.929267578125,-1.400560224089636,29.20168067226891,1.3305322128851542
0.125,IMU0,-2.308798828125,-51.684521484375004,0.10538085937500001,-1.3305322128851542,29.481792717086837,0.9803921568627452
0.135,IMU0,0.8813671875000001,-50.889375,-2.155517578125,-3.781512605042017,29.69187675070028,-0.2801120448179272
0.145,IMU0,0.44068359375000005,-49.979267578125004,0.6227050781250001,-2.9411764705882355,20.72829131652661,0.0700280112044818
0.155,IMU0,0.852626953125,-49.969687500000006,-1.9160156250000002,-1.5406162464985995,17.296918767507005,-0.350140056022409
0.165,IMU0,3.8511914062500003,-49.2416015625,-0.689765625,-0.8403361344537815,15.126050420168069,-0.9103641456582633
0.175,IMU0,2.7207421875,-49.538583984375,0.7280859375000001,-1.8207282913165266,11.344537815126051,-0.21008403361344538
0.185,IMU0,2.117197265625,-49.615224609375005,1.101708984375,-1.8907563025210086,1.400560224089636,0.8403361344537815
0.195,IMU0,2.6441015625000004,-50.381630859375,-0.36404296875000003,-1.680672268907563,-9.593837535014005,0.9103641456582633
0.205,IMU0,2.835703125,-50.56365234375,-0.3448828125,-2.030812324929972,-16.80672268907563,0.5602240896358543
0.215,IMU0,1.9351757812500001,-51.320478515625005,0.028740234375000003,-2.5910364145658265,-22.408963585434176,0.21008403361344538
0.225,IMU0,1.47533203125,-50.841474609375005,0.775986328125,-1.3305322128851542,-30.32212885154062,1.3305322128851542
0.235,IMU0,1.9543359375000002,-51.19593750000001,-0.42152343750000004,-1.9607843137254903,-32.77310924369748,1.8207282913165266
0.245,IMU0,0.20118164062500002,-51.52166015625,-1.0921289062500001,-3.2913165266106446,-23.38935574229692,3.2212885154061626
0.255,IMU0,-1.43701171875,-52.0006640625,4.13859375,-2.8711484593837535,-10.084033613445378,2.8711484593837535
0.265,IMU0,-0.43110351562500004,-51.684521484375004,-0.9196875000000001,-5.602240896358544,12.114845938375352,3.5014005602240896
0.275,IMU0,-2.9794042968750003,-50.918115234375,-5.8917480468750005,-6.022408963585434,17.857142857142858,3.711484593837535
0.285,IMU0,-1.89685546875,-49.864306640625,-0.9196875000000001,-4.201680672268908,20.518207282913167,2.100840336134454
0.295,IMU0,0.6418652343750001,-49.921787109375,-5.029541015625,-2.380952380952381,11.834733893557424,0.2801120448179272
0.305,IMU0,0.8813671875000001,-50.4678515625,-3.7649707031250004,0.350140056022409,-4.971988795518207,-1.1904761904761905
0.315,IMU0,-1.1112890625,-50.601972656250005,2.4525,0.5602240896358543,-7.703081232492997,0.1400560224089636
0.365,IMU0,2.47166015625,-51.04265625,-2.481240234375,-1.400560224089636,-10.92436974789916,0.700280112044818
0.375,IMU0,-1.0154882812500001,-51.377958984375006,5.748046875,0.8403361344537815,-14.355742296918768,1.8207282913165266
0.385,IMU0,-2.8261230468750003,-50.812734375000005,2.6536816406250003,-3.781512605042017,-10.644257703081234,0.6302521008403361
0.395,IMU0,1.6477734375000002,-50.180449218750006,-3.7074902343750002,-8.263305322128852,-3.5714285714285716,-1.6106442577030813
0.405,IMU0,1.89685546875,-49.5481640625,2.692001953125,-6.022408963585434,-0.350140056022409,0
0.415,IMU0,-0.51732421875,-49.797246093750005,0.42152343750000004,-3.711484593837535,2.73109243697479,2.450980392156863
0.425,IMU0,2.232158203125,-49.33740234375,-1.2166699218750001,-2.8711484593837535,-0.9803921568627452,1.9607843137254903
0.435,IMU0,1.504072265625,-50.0846484375,5.355263671875,-5.182072829131653,-1.6106442577030813,3.2913165266106446
0.445,IMU0,-1.3316308593750001,-49.768505859375004,-0.01916015625,-10.714285714285715,-2.380952380952381,2.9411764705882355
0.455,IMU0,0.9580078125000001,-48.64763671875,-1.9160156250000002,-8.473389355742297,5.042016806722689,2.3109243697478994
0.465,IMU0,0.162861328125,-49.3565625,3.81287109375,-4.831932773109244,15.896358543417367,4.481792717086835
0.475,IMU0,0.277822265625,-49.538583984375,1.302890625,-7.492997198879552,15.056022408963585,4.971988795518207
0.485,IMU0,1.4465917968750002,-49.940947265625006,0.17244140625,-10.714285714285715,14.635854341736696,4.551820728291316
0.495,IMU0,0.44068359375000005,-50.075068359375,2.7399023437500003,-12.254901960784315,14.705882352941178,5.042016806722689
0.505,IMU0,0.13412109375,-50.113388671875,-0.277822265625,-10.714285714285715,13.65546218487395,5.46218487394958
0.515,IMU0,1.906435546875,-48.963779296875,0.718505859375,-8.61344537815126,12.46498599439776,6.372549019607844
0.525,IMU0,0,-48.887138671875,3.554208984375,-11.484593837535014,12.184873949579833,7.563025210084034
0.535,IMU0,0.23950195312500003,-48.743437500000006,-0.49816406250000006,-15.476190476190476,12.394957983193278,6.722689075630252
0.545,IMU0,2.05013671875,-48.0153515625,0.45984375000000005,-14.005602240896359,12.46498599439776,6.792717086834735
0.555,IMU0,-0.09580078125000001,-48.446455078125005,2.529140625,-11.904761904761905,11.69467787114846,8.403361344537815
0.565,IMU0,0.6514453125,-48.436875,0.22992187500000003,-13.725490196078432,10.854341736694678,8.543417366946779
0.575,IMU0,1.5328125000000001,-48.18779296875,1.714833984375,-16.176470588235293,11.134453781512606,9.033613445378151
0.585,IMU0,-0.28740234375,-47.95787109375,1.55197265625,-17.92717086834734,11.484593837535014,9.243697478991598
0.595,IMU0,1.274150390625,-47.555507812500004,-0.5748046875,-17.92717086834734,11.484593837535014,9.243697478991598
0.605,IMU0,1.274150390625,-47.555507812500004,-0.5748046875,-16.246498599439775,11.974789915966387,8.893557422969188
0.615,IMU0,1.5232324218750002,-48.1303125,2.0980371093750003,-14.775910364145659,11.834733893557424,10.504201680672269
0.625,IMU0,-0.51732421875,-47.411806640625,2.692001953125,-17.857142857142858,11.624649859943979,11.624649859943979
0.635,IMU0,1.2070898437500002,-47.038183593750006,-0.7280859375000001,-20.65826330532213,12.044817927170868,10.854341736694678
0.645,IMU0,1.3699511718750002,-46.88490234375001,1.3699511718750002,-19.11764705882353,12.114845938375352,11.134453781512606
0.655,IMU0,-0.18202148437500001,-47.191464843750005,1.4465917968750002,-17.92717086834734,12.394957983193278,12.184873949579833
0.665,IMU0,1.4849121093750002,-46.932802734375,0.45984375000000005,-18.907563025210084,12.394957983193278,12.675070028011206
0.675,IMU0,1.0538085937500001,-46.175976562500004,2.2513183593750004,-21.218487394957982,12.955182072829132,13.58543417366947
0.685,IMU0,-0.42152343750000004,-46.0993359375,0.43110351562500004,-22.829131652661065,13.935574229691877,13.58543417366947
0.695,IMU0,2.069296875,-45.974794921875,-0.296982421875,-21.008403361344538,15.126050420168069,13.165266106442578
0.705,IMU0,0.948427734375,-46.118496093750004,1.9734960937500001,-20.168067226890756,16.526610644257705,14.985994397759104
0.715,IMU0,-0.076640625,-46.472958984375005,1.51365234375,-22.198879551820728,17.50700280112045,15.826330532212886
0.725,IMU0,2.29921875,-45.486210937500005,-0.057480468750000006,-24.159663865546218,18.69747899159664,15.686274509803923
0.735,IMU0,0.852626953125,-45.294609375,1.389111328125,-23.10924369747899,20.378151260504204,16.38655462184874
0.745,IMU0,0.613125,-44.50904296875,1.140029296875,-22.198879551820728,21.84873949579832,16.946778711484594
0.755,IMU0,1.59029296875,-43.886337890625,0.6227050781250001,-23.459383753501402,23.249299719887958,18.137254901960784
0.765,IMU0,0.5077441406250001,-44.365341796875,1.714833984375,-25.35014005602241,24.159663865546218,19.047619047619047
0.775,IMU0,0.5460644531250001,-43.618095703125,-0.057480468750000006,-26.330532212885156,25.140056022408963,18.557422969187677
0.785,IMU0,1.51365234375,-42.822949218750004,0.756826171875,-24.159663865546218,26.47058823529412,18.76750700280112
0.795,IMU0,0.45026367187500005,-43.8001171875,2.078876953125,-24.089635854341736,27.3109243697479,20.098039215686274
0.805,IMU0,1.302890625,-42.640927734375005,-0.143701171875,-26.820728291316527,27.591036414565828,20.448179271708685
0.815,IMU0,0.795146484375,-41.644599609375,1.22625,-27.3109243697479,27.801120448179272,21.218487394957982
0.825,IMU0,0.20118164062500002,-41.9607421875,1.044228515625,-26.400560224089638,28.571428571428573,21.07843137254902
0.835,IMU0,1.39869140625,-41.40509765625,-0.15328125,-25.7703081232493,29.061624649859944,20.798319327731093
0.845,IMU0,0.9771679687500001,-41.108115234375,1.7723144531250001,-26.47058823529412,29.411764705882355,22.128851540616246
0.855,IMU0,0.086220703125,-41.002734375,1.2070898437500002,-28.36134453781513,30.3921568627451,22.759103641456583
0.865,IMU0,1.4082714843750002,-41.06021484375,-0.258662109375,-28.291316526610647,31.51260504201681,22.338935574229694
0.875,IMU0,0.8430468750000001,-41.625439453125004,1.2070898437500002,-26.610644257703083,32.42296918767507,22.829131652661065
0.885,IMU0,0.335302734375,-41.242236328125,1.8010546875000002,-27.100840336134453,33.05322128851541,23.179271708683473
0.895,IMU0,1.3412109375,-40.67701171875,0.13412109375,-29.131652661064425,33.96358543417367,23.529411764705884
0.905,IMU0,0.689765625,-40.399189453125004,0.9388476562500001,-29.271708683473392,34.38375350140056,24.229691876750703
0.915,IMU0,0.39278320312500004,-40.456669921875005,0.718505859375,-28.43137254901961,35.294117647058826,24.019607843137255
0.925,IMU0,1.3220507812500002,-40.52373046875,0.6514453125,-27.73109243697479,36.5546218487395,24.019607843137255
0.935,IMU0,0.852626953125,-40.514150390625005,1.47533203125,-28.8515406162465,37.11484593837535,24.789915966386555
0.945,IMU0,0.5652246093750001,-40.265068359375,0.5652246093750001,-30.182072829131656,37.81512605042017,25.35014005602241
0.955,IMU0,1.2837304687500002,-40.10220703125,0.32572265625,-29.411764705882355,38.16526610644258,25.420168067226893
0.965,IMU0,0.7280859375000001,-40.121367187500006,1.3220507812500002,-28.151260504201684,38.37535014005602,25.630252100840337
0.975,IMU0,0.6514453125,-41.050634765625006,0.929267578125,-28.92156862745098,38.72549019607843,25.70028011204482
0.985,IMU0,1.302890625,-40.274648437500005,0.7280859375000001,-30.04201680672269,38.79551820728292,26.12044817927171
0.995,IMU0,0.7664062500000001,-40.839873046875006,1.044228515625,-29.971988795518207,38.865546218487395,26.820728291316527
1.005,IMU0,0.42152343750000004,-41.127275390625,0.737666015625,-28.92156862745098,39.00560224089636,26.750700280112046
1.015,IMU0,1.62861328125,-39.527402343750005,0.7664062500000001,-28.641456582633054,38.445378151260506,26.330532212885156
1.025,IMU0,0.59396484375,-39.249580078125,1.2454101562500002,-29.69187675070028,37.60504201680673,26.96078431372549
1.035,IMU0,0.536484375,-39.1250390625,0.277822265625,-30.11204481792717,36.904761904761905,27.3109243697479
1.045,IMU0,1.5998730468750002,-38.923857421875006,0.8238867187500001,-28.711484593837536,35.22408963585434,27.3109243697479
1.055,IMU0,0.335302734375,-38.837636718750005,1.0346484375,-27.941176470588236,33.89355742296919,27.591036414565828
1.065,IMU0,0.7855664062500001,-38.780156250000005,0.5748046875,-28.43137254901961,33.68347338935575,27.17086834733894
1.075,IMU0,1.5711328125000001,-38.598134765625005,1.1112890625,-28.641456582633054,33.333333333333336,27.521008403361346
1.085,IMU0,0.41194335937500004,-38.722675781250004,0.6514453125,-28.221288515406165,31.932773109243698,28.43137254901961
1.095,IMU0,0.9580078125000001,-39.901025390625,0.3448828125,-26.680672268907564,29.271708683473392,28.011204481792717
1.105,IMU0,1.5711328125000001,-38.780156250000005,1.5711328125000001,-26.47058823529412,26.47058823529412,27.66106442577031
1.115,IMU0,0.21076171875000002,-38.7418359375,0.48858398437500006,-27.380952380952383,24.299719887955185,28.0812324929972
1.125,IMU0,1.3412109375,-38.828056640625,-0.076640625,-26.680672268907564,23.10924369747899,28.0812324929972
1.135,IMU0,1.85853515625,-38.511914062500004,1.4178515625,-25,21.84873949579832,28.711484593837536
1.145,IMU0,-0.086220703125,-38.559814453125,0.55564453125,-24.439775910364148,18.977591036414566,28.8515406162465
1.155,IMU0,1.7723144531250001,-38.358632812500005,0.6227050781250001,-24.789915966386555,16.31652661064426,28.011204481792717
1.165,IMU0,1.580712890625,-38.138291015625,1.1112890625,-24.789915966386555,14.84593837535014,28.781512605042018
1.175,IMU0,-0.076640625,-38.147871093750005,0.36404296875000003,-23.599439775910366,14.285714285714286,29.411764705882355
1.185,IMU0,2.212998046875,-38.205351562500006,1.0538085937500001,-22.058823529411764,11.904761904761905,28.991596638655462
1.195,IMU0,1.1112890625,-38.272412109375004,1.1687695312500002,-22.058823529411764,9.663865546218489,29.341736694677873
1.205,IMU0,0.6514453125,-38.10955078125,0.63228515625,-22.338935574229694,7.492997198879552,29.131652661064425
1.215,IMU0,2.289638671875,-38.243671875000004,1.235830078125,-21.218487394957982,3.711484593837535,29.131652661064425
1.225,IMU0,1.2454101562500002,-38.080810546875,0.8430468750000001,-20.028011204481793,1.7507002801120448,30.04201680672269
1.235,IMU0,0.8238867187500001,-38.214931640625004,0.756826171875,-19.327731092436977,0.8403361344537815,29.69187675070028
1.245,IMU0,2.404599609375,-38.147871093750005,1.350791015625,-19.18767507002801,-1.1904761904761905,29.341736694677873
1.255,IMU0,0.59396484375,-37.937109375000006,0.59396484375,-18.557422969187677,-3.5014005602240896,30.04201680672269
1.265,IMU0,0.8622070312500001,-37.7071875,0.5269042968750001,-16.876750700280112,-6.442577030812325,29.69187675070028
1.275,IMU0,1.8872753906250002,-37.764667968750004,1.82021484375,-15.686274509803923,-8.823529411764707,29.411764705882355
1.285,IMU0,0.8238867187500001,-37.7071875,0.689765625,-15.756302521008404,-10.714285714285715,29.271708683473392
1.295,IMU0,1.51365234375,-37.7455078125,0.7472460937500001,-15.19607843137255,-12.675070028011206,28.781512605042018
1.305,IMU0,1.70525390625,-37.91794921875,1.3220507812500002,-13.795518207282914,-15.406162464985995,29.341736694677873
1.315,IMU0,1.0921289062500001,-37.793408203125004,0.59396484375,-12.324929971988796,-18.487394957983195,29.271708683473392
1.325,IMU0,1.7339941406250001,-37.7455078125,1.5615527343750002,-11.554621848739496,-21.498599439775912,28.571428571428573
1.335,IMU0,1.3412109375,-37.774248046875,1.3316308593750001,-11.484593837535014,-24.299719887955185,28.36134453781513
1.345,IMU0,1.4082714843750002,-37.496425781250004,0.775986328125,-10.644257703081234,-27.521008403361346,28.36134453781513
1.355,IMU0,1.9160156250000002,-37.563486328125,1.427431640625,-8.823529411764707,-30.602240896358545,28.36134453781513
1.365,IMU0,1.159189453125,-37.486845703125006,1.37953125,-8.263305322128852,-34.03361344537815,28.221288515406165
1.375,IMU0,1.4944921875000001,-37.285664062500004,1.082548828125,-7.843137254901961,-36.97478991596639,27.380952380952383
1.385,IMU0,2.20341796875,-37.352724609375,1.62861328125,-7.002801120448179,-40.68627450980392,26.820728291316527
1.395,IMU0,2.2513183593750004,-38.138291015625,0.871787109375,-6.0924369747899165,-44.04761904761905,27.030812324929972
1.405,IMU0,1.159189453125,-38.2819921875,0.871787109375,-4.971988795518207,-48.459383753501406,27.030812324929972
1.415,IMU0,2.462080078125,-37.2090234375,1.4849121093750002,-4.061624649859944,-51.680672268907564,26.050420168067227
1.425,IMU0,2.375859375,-36.9024609375,1.1687695312500002,-3.2913165266106446,-54.48179271708684,25.840336134453782
1.435,IMU0,0.9005273437500001,-36.682119140625005,1.1112890625,-2.380952380952381,-57.983193277310924,25.560224089635856
1.445,IMU0,3.1326855468750003,-36.557578125,1.4082714843750002,-1.400560224089636,-59.943977591036415,24.92997198879552
1.455,IMU0,1.580712890625,-36.69169921875,1.159189453125,-0.9103641456582633,-61.694677871148464,25.140056022408963
1.465,IMU0,1.2933105468750001,-36.7491796875,1.082548828125,-0.1400560224089636,-60.99439775910364,24.299719887955185
1.475,IMU0,2.941083984375,-36.7491796875,1.66693359375,0.6302521008403361,-59.173669467787114,23.599439775910366
1.485,IMU0,1.427431640625,-36.777919921875004,1.140029296875,0.9803921568627452,-57.703081232493,23.87955182072829
1.495,IMU0,1.66693359375,-36.433037109375,1.580712890625,2.100840336134454,-56.09243697478992,23.249299719887958
1.505,IMU0,2.222578125,-36.394716796875,2.08845703125,2.3109243697478994,-54.13165266106443,22.689075630252102
1.515,IMU0,1.0538085937500001,-36.509677734375,1.657353515625,2.450980392156863,-52.52100840336135,22.268907563025213
1.525,IMU0,1.07296875,-37.0940625,2.5866210937500003,3.011204481792717,-49.649859943977596,21.218487394957982
1.535,IMU0,2.529140625,-36.864140625000005,2.47166015625,2.73109243697479,-46.21848739495798,20.308123249299722
1.545,IMU0,0.7855664062500001,-36.356396484375004,1.74357421875,2.5910364145658265,-43.4873949579832,20.308123249299722
1.555,IMU0,1.302890625,-36.251015625,3.3913476562500002,3.2212885154061626,-41.806722689075634,18.837535014005603
1.565,IMU0,2.24173828125,-36.442617187500005,2.5099804687500002,2.6610644257703084,-39.70588235294118,17.647058823529413
1.575,IMU0,0.70892578125,-36.643798828125,2.222578125,2.450980392156863,-36.41456582633053,17.22689075630252
1.585,IMU0,1.6860937500000002,-36.471357421875005,3.23806640625,2.100840336134454,-33.54341736694678,15.756302521008404
1.595,IMU0,1.55197265625,-36.145634765625005,2.28005859375,1.2605042016806722,-30.81232492997199,14.915966386554622
1.605,IMU0,0.718505859375,-36.15521484375,2.2513183593750004,1.5406162464985995,-26.820728291316527,13.58543417366947
