ts,id,T,P
7.975,BARO0,44.29,94500
7.985,BARO0,44.27,94481
7.995,BARO0,44.28,94495
8.005,BARO0,44.27,94486
8.015,BARO0,44.27,94479
8.025,BARO0,44.27,94485
8.035,BARO0,44.29,94489
8.045,BARO0,44.28,94486
8.055,BARO0,44.27,94474
8.065,BARO0,44.28,94477
8.075,BARO0,44.27,94481
8.085,BARO0,44.27,94463
8.095,BARO0,44.27,94471
8.105,BARO0,44.26,94455
8.115,BARO0,44.28,94490
8.125,BARO0,44.28,94462
8.135,BARO0,44.29,94466
8.145,BARO0,44.26,94459
8.155,BARO0,44.28,94450
8.165,BARO0,44.28,94461
8.175,BARO0,44.28,94450
8.185,BARO0,44.28,94451
8.195,BARO0,44.29,94460
8.205,BARO0,44.28,94466
8.215,BARO0,44.29,94478
8.225,BARO0,44.28,94432
8.235,BARO0,44.28,94435
8.245,BARO0,44.28,94439
8.255,BARO0,44.29,94437
8.265,BARO0,44.27,94443
8.275,BARO0,44.27,94426
8.285,BARO0,44.3,94426
8.295,BARO0,44.28,94431
8.305,BARO0,44.29,94419
8.315,BARO0,44.27,94427
8.325,BARO0,44.27,94431
8.335,BARO0,44.29,94433
8.345,BARO0,44.28,94410
8.355,BARO0,44.29,94415
8.365,BARO0,44.28,94410
8.375,BARO0,44.28,94423
8.385,BARO0,44.28,94407
8.395,BARO0,44.28,94423
8.405,BARO0,44.27,94391
8.415,BARO0,44.29,94414
8.425,BARO0,44.28,94428
8.435,BARO0,44.28,94412
8.445,BARO0,44.28,94400
8.455,BARO0,44.28,94397
8.465,BARO0,44.28,94394
8.475,BARO0,44.29,94388
8.485,BARO0,44.27,94416
8.495,BARO0,44.29,94416
8.505,BARO0,44.28,94388
8.515,BARO0,44.28,94382
8.525,BARO0,44.29,94403
8.535,BARO0,44.29,94377
8.545,BARO0,44.28,94382
8.555,BARO0,44.29,94382
8.565,BARO0,44.28,94376
8.575,BARO0,44.28,94382
8.585,BARO0,44.28,94362
8.595,BARO0,44.29,94374
8.605,BARO0,44.28,94359
8.615,BARO0,44.29,94379
8.625,BARO0,44.28,94390
8.635,BARO0,44.29,94362
8.645,BARO0,44.28,94367
8.655,BARO0,44.28,94367
8.665,BARO0,44.29,94362
8.675,BARO0,44.28,94364
8.685,BARO0,44.29,94365
8.695,BARO0,44.28,94365
8.705,BARO0,44.28,94368
8.715,BARO0,44.27,94370
8.725,BARO0,44.28,94360
8.735,BARO0,44.28,94358
8.745,BARO0,44.29,94345
8.755,BARO0,44.28,94341
8.765,BARO0,44.29,94326
8.775,BARO0,44.29,94346
8.785,BARO0,44.28,94341
8.795,BARO0,44.28,94343
8.805,BARO0,44.29,94338
8.815,BARO0,44.29,94338
8.825,BARO0,44.28,94328
8.835,BARO0,44.28,94346
8.845,BARO0,44.29,94338
8.855,BARO0,44.28,94330
8.865,BARO0,44.28,94344
8.875,BARO0,44.3,94327
8.885,BARO0,44.28,94332
8.895,BARO0,44.31,94318
8.905,BARO0,44.28,94311
8.915,BARO0,44.29,94349
8.925,BARO0,44.29,94336
8.935,BARO0,44.28,94324
8.945,BARO0,44.28,94320
8.955,BARO0,44.29,94311
8.965,BARO0,44.28,94306
8.975,BARO0,44.29,94335
8.985,BARO0,44.26,94326
8.995,BARO0,44.29,94327
9.005,BARO0,44.29,94314
9.015,BARO0,44.3,94324
9.025,BARO0,44.28,94316
9.035,BARO0,44.27,94323
9.045,BARO0,44.29,94306
9.055,BARO0,44.29,94315
9.065,BARO0,44.28,94317
9.075,BARO0,44.28,94334
9.085,BARO0,44.27,94299
9.095,BARO0,44.3,94302
9.105,BARO0,44.27,94315
9.115,BARO0,44.29,94299
9.125,BARO0,44.29,94299
9.135,BARO0,44.28,94308
9.145,BARO0,44.28,94300
9.155,BARO0,44.28,94304
9.165,BARO0,44.28,94307
9.175,BARO0,44.29,94302
9.185,BARO0,44.29,94277
9.195,BARO0,44.29,94312
9.205,BARO0,44.29,94276
9.215,BARO0,44.29,94286
9.225,BARO0,44.29,94289
9.235,BARO0,44.28,94296
9.245,BARO0,44.29,94299
9.255,BARO0,44.29,94292
9.265,BARO0,44.29,94278
9.275,BARO0,44.29,94292
9.285,BARO0,44.28,94295
9.295,BARO0,44.29,94306
9.305,BARO0,44.31,94302
9.315,BARO0,44.29,94277
9.325,BARO0,44.3,94271
9.335,BARO0,44.28,94282
9.345,BARO0,44.29,94289
9.355,BARO0,44.29,94281
9.365,BARO0,44.29,94275
9.375,BARO0,44.29,94290
9.385,BARO0,44.27,94278
9.395,BARO0,44.29,94269
9.405,BARO0,44.29,94272
9.415,BARO0,44.29,94291
9.425,BARO0,44.29,94276
9.435,BARO0,44.29,94281
9.445,BARO0,44.3,94283
9.455,BARO0,44.28,94268
9.465,BARO0,44.29,94266
9.475,BARO0,44.29,94268
9.485,BARO0,44.28,94272
9.495,BARO0,44.28,94272
9.505,BARO0,44.28,94281
9.515,BARO0,44.29,94280
9.525,BARO0,44.29,94277
9.535,BARO0,44.29,94279
9.545,BARO0,44.29,94281
9.555,BARO0,44.29,94275
9.565,BARO0,44.3,94277
9.575,BARO0,44.27,94279
9.585,BARO0,44.29,94260
9.595,BARO0,44.28,94259
9.605,BARO0,44.27,94279
9.615,BARO0,44.29,94274
9.625,BARO0,44.28,94253
9.635,BARO0,44.29,94268
9.645,BARO0,44.28,94259
9.655,BARO0,44.28,94262
9.665,BARO0,44.29,94279
9.675,BARO0,44.29,94275
9.685,BARO0,44.29,94271
9.695,BARO0,44.3,94286
9.705,BARO0,44.29,94267
9.715,BARO0,44.3,94258
9.725,BARO0,44.27,94242
9.735,BARO0,44.28,94263
9.745,BARO0,44.29,94255
9.755,BARO0,44.3,94272
9.765,BARO0,44.3,94264
9.775,BARO0,44.28,94243
9.785,BARO0,44.28,94251
9.795,BARO0,44.29,94261
9.805,BARO0,44.3,94268
9.815,BARO0,44.28,94248
9.825,BARO0,44.29,94250
9.835,BARO0,44.28,94260
9.845,BARO0,44.29,94271
9.855,BARO0,44.28,94266
9.865,BARO0,44.29,94264
9.875,BARO0,44.3,94230
9.885,BARO0,44.3,94265
9.895,BARO0,44.31,94261
9.905,BARO0,44.29,94255
9.915,BARO0,44.29,94255
9.925,BARO0,44.31,94245
9.935,BARO0,44.29,94258
9.945,BARO0,44.3,94271
9.955,BARO0,44.28,94253
9.965,BARO0,44.29,94257
9.975,BARO0,44.29,94276
9.985,BARO0,44.29,94249
9.995,BARO0,44.31,94247
10.005,BARO0,44.29,94260
10.015,BARO0,44.3,94273
10.025,BARO0,44.29,94247
10.035,BARO0,44.29,94255
10.045,BARO0,44.29,94259
10.055,BARO0,44.3,94257
10.065,BARO0,44.29,94259
10.075,BARO0,44.29,94255
10.085,BARO0,44.31,94249
10.095,BARO0,44.3,94259
10.105,BARO0,44.29,94262
10.115,BARO0,44.3,94238
10.125,BARO0,44.29,94257
10.135,BARO0,44.28,94244
10.145,BARO0,44.29,94249
10.155,BARO0,44.3,94258
10.165,BARO0,44.31,94243
10.175,BARO0,44.3,94245
10.185,BARO0,44.29,94240
10.195,BARO0,44.28,94253
10.205,BARO0,44.29,94251
10.215,BARO0,44.29,94255
10.225,BARO0,44.3,94252
10.235,BARO0,44.28,94254
10.245,BARO0,44.3,94248
10.255,BARO0,44.3,94257
10.265,BARO0,44.3,94258
10.275,BARO0,44.3,94241
10.285,BARO0,44.29,94262
10.295,BARO0,44.29,94283
10.305,BARO0,44.31,94273
10.315,BARO0,44.29,94222
10.325,BARO0,44.29,94259
10.335,BARO0,44.29,94253
10.345,BARO0,44.29,94267
10.355,BARO0,44.3,94258
10.365,BARO0,44.29,94249
10.375,BARO0,44.3,94258
10.385,BARO0,44.3,94263
10.395,BARO0,44.29,94249
10.405,BARO0,44.28,94255
10.415,BARO0,44.3,94242
10.425,BARO0,44.29,94252
10.435,BARO0,44.29,94256
10.445,BARO0,44.29,94248
10.455,BARO0,44.3,94259
10.465,BARO0,44.3,94263
10.475,BARO0,44.31,94248
10.485,BARO0,44.28,94262
10.495,BARO0,44.31,94242
10.505,BARO0,44.28,94266
10.515,BARO0,44.28,94261
10.525,BARO0,44.3,94263
10.535,BARO0,44.3,94264
10.545,BARO0,44.3,94265
10.555,BARO0,44.3,94251
10.565,BARO0,44.3,94260
10.575,BARO0,44.3,94277
10.585,BARO0,44.29,94260
10.595,BARO0,44.3,94257
10.605,BARO0,44.29,94277
10.615,BARO0,44.29,94260
10.625,BARO0,44.29,94263
10.635,BARO0,44.3,94270
10.645,BARO0,44.29,94265
10.655,BARO0,44.29,94257
10.665,BARO0,44.3,94270
10.675,BARO0,44.3,94275
10.685,BARO0,44.31,94271
10.695,BARO0,44.3,94261
10.705,BARO0,44.3,94264
10.715,BARO0,44.28,94271
10.725,BARO0,44.3,94258
10.735,BARO0,44.3,94269
10.745,BARO0,44.3,94272
10.755,BARO0,44.3,94276
10.765,BARO0,44.3,94264
10.775,BARO0,44.3,94281
10.785,BARO0,44.28,94261
10.795,BARO0,44.29,94259
10.805,BARO0,44.31,94262
10.815,BARO0,44.3,94276
10.825,BARO0,44.32,94285
10.835,BARO0,44.29,94274
10.845,BARO0,44.31,94277
10.855,BARO0,44.3,94282
10.865,BARO0,44.31,94273
10.875,BARO0,44.29,94269
10.885,BARO0,44.31,94275
10.895,BARO0,44.31,94285
10.905,BARO0,44.31,94320
10.915,BARO0,44.31,94296
10.925,BARO0,44.3,94286
10.935,BARO0,44.3,94298
10.945,BARO0,44.31,94289
10.955,BARO0,44.31,94295
10.965,BARO0,44.31,94282
10.975,BARO0,44.3,94281
10.985,BARO0,44.3,94301
10.995,BARO0,44.3,94297
11.005,BARO0,44.32,94301
11.015,BARO0,44.3,94285
11.025,BARO0,44.3,94287
11.035,BARO0,44.31,94293
11.045,BARO0,44.3,94296
11.055,BARO0,44.31,94304
11.065,BARO0,44.3,94297
11.075,BARO0,44.32,94292
11.085,BARO0,44.32,94317
11.095,BARO0,44.31,94314
11.105,BARO0,44.31,94321
11.115,BARO0,44.33,94290
11.125,BARO0,44.32,94329
11.135,BARO0,44.31,94300
11.145,BARO0,44.31,94310
11.155,BARO0,44.31,94303
11.165,BARO0,44.32,94319
11.175,BARO0,44.32,94306
11.185,BARO0,44.32,94313
11.195,BARO0,44.31,94292
11.205,BARO0,44.31,94303
11.215,BARO0,44.32,94318
11.225,BARO0,44.33,94299
11.235,BARO0,44.32,94319
11.245,BARO0,44.33,94331
11.255,BARO0,44.33,94314
11.265,BARO0,44.32,94328
11.275,BARO0,44.35,94313
11.285,BARO0,44.33,94317
11.295,BARO0,44.33,94321
11.305,BARO0,44.33,94318
11.315,BARO0,44.33,94324
11.325,BARO0,44.34,94324
11.335,BARO0,44.34,94343
11.345,BARO0,44.33,94329
11.355,BARO0,44.34,94329
11.365,BARO0,44.36,94361
11.375,BARO0,44.33,94345
11.385,BARO0,44.35,94339
11.395,BARO0,44.34,94366
11.405,BARO0,44.34,94332
11.415,BARO0,44.35,94344
11.425,BARO0,44.34,94341
11.435,BARO0,44.34,94347
11.445,BARO0,44.35,94345
11.455,BARO0,44.35,94351
11.465,BARO0,44.36,94355
11.475,BARO0,44.36,94323
11.485,BARO0,44.35,94343
11.495,BARO0,44.35,94352
11.505,BARO0,44.36,94344
11.515,BARO0,44.36,94357
11.525,BARO0,44.36,94345
11.535,BARO0,44.37,94361
11.545,BARO0,44.37,94352
11.555,BARO0,44.36,94360
11.565,BARO0,44.38,94354
11.575,BARO0,44.37,94365
11.585,BARO0,44.37,94344
11.595,BARO0,44.36,94364
11.605,BARO0,44.36,94378
11.615,BARO0,44.38,94363
11.625,BARO0,44.37,94349
11.635,BARO0,44.37,94363
11.645,BARO0,44.38,94373
11.655,BARO0,44.38,94381
11.665,BARO0,44.36,94409
11.675,BARO0,44.39,94378
11.685,BARO0,44.39,94398
11.695,BARO0,44.38,94378
11.705,BARO0,44.38,94388
11.715,BARO0,44.38,94382
11.725,BARO0,44.39,94390
11.735,BARO0,44.39,94391
11.745,BARO0,44.38,94393
11.755,BARO0,44.39,94388
11.765,BARO0,44.4,94392
11.775,BARO0,44.39,94393
11.785,BARO0,44.38,94404
11.795,BARO0,44.4,94412
11.805,BARO0,44.41,94406
11.815,BARO0,44.4,94420
11.825,BARO0,44.4,94395
11.835,BARO0,44.41,94404
11.845,BARO0,44.4,94411
11.855,BARO0,44.4,94410
11.865,BARO0,44.41,94416
11.875,BARO0,44.4,94397
11.885,BARO0,44.4,94414
11.895,BARO0,44.41,94419
11.905,BARO0,44.42,94425
11.915,BARO0,44.41,94413
11.925,BARO0,44.4,94431
11.935,BARO0,44.42,94430
11.945,BARO0,44.42,94421
11.955,BARO0,44.42,94430
11.965,BARO0,44.42,94421
11.975,BARO0,44.42,94454
11.985,BARO0,44.44,94445
11.995,BARO0,44.44,94440
12.005,BARO0,44.43,94450
12.015,BARO0,44.41,94441
12.025,BARO0,44.44,94446
12.035,BARO0,44.43,94443
12.045,BARO0,44.44,94441
12.055,BARO0,44.44,94440
12.065,BARO0,44.44,94442
12.075,BARO0,44.45,94408
12.085,BARO0,44.45,94443
12.095,BARO0,44.46,94459
12.105,BARO0,44.44,94463
12.115,BARO0,44.45,94459
12.125,BARO0,44.44,94466
12.135,BARO0,44.45,94455
12.145,BARO0,44.44,94463
12.155,BARO0,44.44,94459
12.165,BARO0,44.47,94473
12.175,BARO0,44.46,94475
12.185,BARO0,44.47,94476
12.195,BARO0,44.43,94481
12.205,BARO0,44.46,94493
12.215,BARO0,44.45,94473
12.225,BARO0,44.47,94476
12.235,BARO0,44.46,94479
12.245,BARO0,44.47,94485
12.255,BARO0,44.47,94486
12.265,BARO0,44.48,94488
12.275,BARO0,44.49,94425
12.285,BARO0,44.48,94479
12.295,BARO0,44.48,94496
12.305,BARO0,44.47,94422
12.315,BARO0,44.48,94491
12.325,BARO0,44.48,94501
12.335,BARO0,44.49,94496
12.345,BARO0,44.49,94496
12.355,BARO0,44.49,94517
12.365,BARO0,44.49,94516
12.375,BARO0,44.49,94492
12.385,BARO0,44.48,94508
12.395,BARO0,44.48,94495
12.405,BARO0,44.5,94508
12.415,BARO0,44.49,94486
12.425,BARO0,44.49,94473
12.435,BARO0,44.5,94503
12.445,BARO0,44.5,94515
12.455,BARO0,44.5,94513
12.465,BARO0,44.51,94543
12.475,BARO0,44.5,94529
12.485,BARO0,44.51,94550
12.495,BARO0,44.5,94556
12.505,BARO0,44.52,94548
12.515,BARO0,44.51,94555
12.525,BARO0,44.52,94576
12.535,BARO0,44.51,94557
12.545,BARO0,44.51,94561
12.555,BARO0,44.51,94565
12.565,BARO0,44.51,94553
12.575,BARO0,44.53,94555
12.585,BARO0,44.52,94575
12.595,BARO0,44.52,94558
12.605,BARO0,44.52,94567
12.615,BARO0,44.53,94574
12.625,BARO0,44.52,94564
12.635,BARO0,44.52,94576
12.645,BARO0,44.52,94572
12.655,BARO0,44.53,94575
12.665,BARO0,44.52,94575
12.675,BARO0,44.54,94571
12.685,BARO0,44.54,94574
12.695,BARO0,44.54,94590
12.705,BARO0,44.54,94599
12.715,BARO0,44.54,94598
12.725,BARO0,44.55,94617
12.735,BARO0,44.54,94614
12.745,BARO0,44.54,94611
12.755,BARO0,44.55,94614
12.765,BARO0,44.54,94603
12.775,BARO0,44.55,94620
12.785,BARO0,44.55,94613
12.795,BARO0,44.55,94606
12.805,BARO0,44.55,94610
12.815,BARO0,44.56,94619
12.825,BARO0,44.55,94643
12.835,BARO0,44.56,94621
12.845,BARO0,44.57,94621
12.855,BARO0,44.57,94624
12.865,BARO0,44.57,94605
12.875,BARO0,44.57,94616
12.885,BARO0,44.57,94613
12.895,BARO0,44.58,94650
12.905,BARO0,44.56,94632
12.915,BARO0,44.58,94626
12.925,BARO0,44.57,94654
12.935,BARO0,44.57,94662
12.945,BARO0,44.58,94672
12.955,BARO0,44.58,94696
12.965,BARO0,44.59,94679
12.975,BARO0,44.58,94707
12.985,BARO0,44.58,94746
12.995,BARO0,44.58,94721
13.005,BARO0,44.58,94675
13.015,BARO0,44.59,94695
13.025,BARO0,44.58,94707
13.035,BARO0,44.6,94700
13.045,BARO0,44.6,94697
13.055,BARO0,44.61,94693
13.065,BARO0,44.6,94688
13.075,BARO0,44.61,94686
13.085,BARO0,44.6,94690
13.095,BARO0,44.61,94690
13.105,BARO0,44.6,94707
13.115,BARO0,44.6,94698
13.125,BARO0,44.6,94707
13.135,BARO0,44.61,94705
13.145,BARO0,44.62,94730
13.155,BARO0,44.61,94732
13.165,BARO0,44.61,94730
13.175,BARO0,44.6,94759
13.185,BARO0,44.61,94776
13.195,BARO0,44.62,94781
13.205,BARO0,44.64,94779
13.215,BARO0,44.62,94761
13.225,BARO0,44.63,94768
13.235,BARO0,44.64,94762
13.245,BARO0,44.63,94778
13.255,BARO0,44.63,94789
13.265,BARO0,44.64,94780
13.275,BARO0,44.65,94782
13.285,BARO0,44.63,94794
13.295,BARO0,44.65,94777
13.305,BARO0,44.65,94775
13.315,BARO0,44.64,94734
13.325,BARO0,44.64,94733
13.335,BARO0,44.64,94777
13.345,BARO0,44.66,94834
13.355,BARO0,44.64,95383
13.365,BARO0,44.65,95254
13.375,BARO0,44.64,95253
13.385,BARO0,44.64,95270
13.395,BARO0,44.66,95216
13.405,BARO0,44.65,95206
13.415,BARO0,44.66,95159
13.425,BARO0,44.66,95080
13.435,BARO0,44.66,95049
13.445,BARO0,44.66,94871
13.455,BARO0,44.66,94728
13.465,BARO0,44.65,94607
13.475,BARO0,44.65,94563
13.485,BARO0,44.66,94718
13.495,BARO0,44.66,94732
13.505,BARO0,44.65,94771
13.515,BARO0,44.64,94927
13.525,BARO0,44.64,94914
13.535,BARO0,44.64,95160
13.545,BARO0,44.64,94948
13.555,BARO0,44.64,94869
13.565,BARO0,44.64,95161
13.575,BARO0,44.65,95269
13.585,BARO0,44.64,95216
13.595,BARO0,44.64,95158
13.605,BARO0,44.64,95127
13.615,BARO0,44.64,95140
13.625,BARO0,44.64,95096
13.635,BARO0,44.63,95057
13.645,BARO0,44.63,94999
13.655,BARO0,44.62,95127
13.665,BARO0,44.63,95050
13.675,BARO0,44.62,95230
13.685,BARO0,44.64,95352
13.695,BARO0,44.61,95341
13.705,BARO0,44.61,95382
13.715,BARO0,44.6,95497
13.725,BARO0,44.58,95496
13.735,BARO0,44.59,95502
13.745,BARO0,44.58,95503
13.755,BARO0,44.57,95525
13.765,BARO0,44.57,95541
13.775,BARO0,44.54,95431
13.785,BARO0,44.56,95458
13.795,BARO0,44.54,95397
13.805,BARO0,44.52,95297
13.815,BARO0,44.51,95338
13.825,BARO0,44.5,95238
13.835,BARO0,44.48,95579
13.845,BARO0,44.46,95281
13.855,BARO0,44.45,95262
13.865,BARO0,44.42,95172
13.875,BARO0,44.42,95262
13.885,BARO0,44.41,95389
13.895,BARO0,44.38,95315
13.905,BARO0,44.37,95404
13.915,BARO0,44.33,95259
13.925,BARO0,44.33,95346
13.935,BARO0,44.3,95385
13.945,BARO0,44.27,95478
13.955,BARO0,44.26,95274
13.965,BARO0,44.23,95514
13.975,BARO0,44.21,95404
13.985,BARO0,44.19,95294
13.995,BARO0,44.17,95345
14.005,BARO0,44.14,95345
14.015,BARO0,44.12,95397
14.025,BARO0,44.09,95352
14.035,BARO0,44.06,95256
14.045,BARO0,44.04,95376
14.055,BARO0,44.02,95457
14.065,BARO0,44,95391
14.075,BARO0,43.98,95268
14.085,BARO0,43.95,95347
14.095,BARO0,43.94,95370
14.105,BARO0,43.87,95555
14.115,BARO0,43.85,95290
14.125,BARO0,43.83,95315
14.135,BARO0,43.82,95285
14.145,BARO0,43.79,95331
14.155,BARO0,43.77,95363
14.165,BARO0,43.74,95383
14.175,BARO0,43.71,95444
14.185,BARO0,43.7,95300
14.195,BARO0,43.65,95381
14.205,BARO0,43.66,95369
14.215,BARO0,43.62,95381
14.225,BARO0,43.6,95381
14.235,BARO0,43.59,95311
14.245,BARO0,43.58,95355
14.255,BARO0,43.56,95453
14.265,BARO0,43.54,95364
14.275,BARO0,43.53,95487
14.285,BARO0,43.51,95314
14.295,BARO0,43.48,95397
14.305,BARO0,43.48,95503
14.315,BARO0,43.46,95356
14.325,BARO0,43.45,95591
14.335,BARO0,43.43,95450
14.345,BARO0,43.42,95499
14.355,BARO0,43.39,95569
14.365,BARO0,43.39,95499
14.375,BARO0,43.37,95571
14.385,BARO0,43.35,95621
14.395,BARO0,43.35,95599
14.405,BARO0,43.34,95577
14.415,BARO0,43.33,95605
14.425,BARO0,43.31,95598
14.435,BARO0,43.3,95634
14.445,BARO0,43.28,95649
14.455,BARO0,43.27,95643
14.465,BARO0,43.28,95665
14.475,BARO0,43.25,95708
14.485,BARO0,43.26,95648
14.495,BARO0,43.24,95675
14.505,BARO0,43.22,95683
14.515,BARO0,43.23,95674
14.525,BARO0,43.21,95700
14.535,BARO0,43.19,95714
14.545,BARO0,43.18,95693
14.555,BARO0,43.18,95693
14.565,BARO0,43.15,95703
14.575,BARO0,43.16,95706
14.585,BARO0,43.15,95711
14.595,BARO0,43.15,95731
14.605,BARO0,43.12,95724
14.615,BARO0,43.14,95787
14.625,BARO0,43.12,95733
14.635,BARO0,43.11,95718
14.645,BARO0,43.11,95755
14.655,BARO0,43.1,95752
14.665,BARO0,43.1,95722
14.675,BARO0,43.08,95760
14.685,BARO0,43.07,95745
14.695,BARO0,43.07,95752
14.705,BARO0,43.05,95752
14.715,BARO0,43.05,95787
14.725,BARO0,43.04,95772
14.735,BARO0,43.04,95752
14.745,BARO0,43.04,95749
14.755,BARO0,43.02,95735
14.765,BARO0,43.03,95794
14.775,BARO0,43.02,95719
14.785,BARO0,43,95753
14.795,BARO0,43,95798
14.805,BARO0,43,95771
14.815,BARO0,42.98,95748
14.825,BARO0,42.99,95807
14.835,BARO0,42.97,95758
14.845,BARO0,42.96,95809
14.855,BARO0,42.97,95776
14.865,BARO0,42.97,95803
14.875,BARO0,42.94,95814
14.885,BARO0,42.94,95787
14.895,BARO0,42.95,95787
14.905,BARO0,42.94,95816
14.915,BARO0,42.93,95787
14.925,BARO0,42.93,95794
14.935,BARO0,42.91,95804
14.945,BARO0,42.91,95813
14.955,BARO0,42.92,95840
14.965,BARO0,42.9,95814
14.975,BARO0,42.9,95833
14.985,BARO0,42.9,95769
14.995,BARO0,42.89,95837
15.005,BARO0,42.89,95835
15.015,BARO0,42.88,95875
15.025,BARO0,42.86,95881
15.035,BARO0,42.87,95861
15.045,BARO0,42.85,95936
15.055,BARO0,42.86,95845
15.065,BARO0,42.85,95886
15.075,BARO0,42.87,95894
15.085,BARO0,42.84,95890
15.095,BARO0,42.84,95850
15.105,BARO0,42.83,95896
15.115,BARO0,42.84,95969
15.125,BARO0,42.82,95976
15.135,BARO0,42.83,96011
15.145,BARO0,42.82,95924
15.155,BARO0,42.81,95980
15.165,BARO0,42.82,96052
15.175,BARO0,42.81,95961
15.185,BARO0,42.81,95998
15.195,BARO0,42.8,96043
15.205,BARO0,42.79,96038
15.215,BARO0,42.78,96028
15.225,BARO0,42.77,96015
15.235,BARO0,42.77,96004
15.245,BARO0,42.78,96023
15.255,BARO0,42.77,96054
15.265,BARO0,42.75,96036
15.275,BARO0,42.77,96027
15.285,BARO0,42.77,95988
15.295,BARO0,42.74,96008
15.305,BARO0,42.74,96008
15.315,BARO0,42.73,96035
15.325,BARO0,42.73,96058
15.335,BARO0,42.73,96011
15.345,BARO0,42.73,96041
15.355,BARO0,42.72,96000
15.365,BARO0,42.72,96027
15.375,BARO0,42.71,96060
15.385,BARO0,42.71,96038
15.395,BARO0,42.71,96106
15.405,BARO0,42.71,96095
15.415,BARO0,42.7,96108
15.425,BARO0,42.69,96141
15.435,BARO0,42.68,96091
15.445,BARO0,42.67,96076
15.455,BARO0,42.67,96114
15.465,BARO0,42.65,96141
15.475,BARO0,42.64,96060
15.485,BARO0,42.65,96062
15.495,BARO0,42.64,96096
15.505,BARO0,42.62,96112
15.515,BARO0,42.62,96098
15.525,BARO0,42.62,96071
15.535,BARO0,42.62,96061
15.545,BARO0,42.61,96073
15.555,BARO0,42.61,96124
15.565,BARO0,42.6,96086
15.575,BARO0,42.6,96069
15.585,BARO0,42.59,96117
15.595,BARO0,42.58,96036
15.605,BARO0,42.58,96004
15.615,BARO0,42.59,95945
15.625,BARO0,42.58,95879
15.635,BARO0,42.57,96001
15.645,BARO0,42.57,95918
15.655,BARO0,42.57,95863
15.665,BARO0,42.55,95893
15.675,BARO0,42.56,95959
15.685,BARO0,42.55,96057
15.695,BARO0,42.54,96170
15.705,BARO0,42.53,95973
15.715,BARO0,42.55,96079
15.725,BARO0,42.54,95962
15.735,BARO0,42.53,96088
15.745,BARO0,42.52,96007
15.755,BARO0,42.51,96130
15.765,BARO0,42.49,96051
15.775,BARO0,42.51,96039
15.785,BARO0,42.5,96046
15.795,BARO0,42.49,96001
15.805,BARO0,42.49,96029
15.815,BARO0,42.49,96028
15.825,BARO0,42.48,96110
15.835,BARO0,42.47,96002
15.845,BARO0,42.48,96093
15.855,BARO0,42.47,95947
15.865,BARO0,42.47,95929
15.875,BARO0,42.43,96132
15.885,BARO0,42.44,96145
15.895,BARO0,42.45,96176
15.905,BARO0,42.43,96061
15.915,BARO0,42.41,95927
15.925,BARO0,42.43,96079
15.935,BARO0,42.4,96204
15.945,BARO0,42.39,96359
15.955,BARO0,42.39,96181
15.965,BARO0,42.39,96057
15.975,BARO0,42.38,96047
15.985,BARO0,42.38,96016
15.995,BARO0,42.37,96196
16.005,BARO0,42.35,96108
16.015,BARO0,42.38,96029
16.025,BARO0,42.34,96035
16.035,BARO0,42.35,96000
16.045,BARO0,42.34,96086
16.055,BARO0,42.33,96163
16.065,BARO0,42.33,95987
16.075,BARO0,42.34,96123
16.085,BARO0,42.34,96063
16.095,BARO0,42.32,96201
16.105,BARO0,42.32,96079
16.115,BARO0,42.32,96345
16.125,BARO0,42.32,96387
16.135,BARO0,42.32,96227
16.145,BARO0,42.32,96252
16.155,BARO0,42.33,96213
16.165,BARO0,42.32,96168
16.175,BARO0,42.31,96146
16.185,BARO0,42.31,96218
16.195,BARO0,42.32,96388
16.205,BARO0,42.31,96306
16.215,BARO0,42.29,96175
16.225,BARO0,42.3,96324
16.235,BARO0,42.31,96329
16.245,BARO0,42.3,96318
16.255,BARO0,42.3,96393
16.265,BARO0,42.3,96398
16.275,BARO0,42.29,96200
16.285,BARO0,42.29,96312
16.295,BARO0,42.3,96240
16.305,BARO0,42.28,96243
16.315,BARO0,42.27,96305
16.325,BARO0,42.27,96317
16.335,BARO0,42.28,96304
16.345,BARO0,42.28,96389
16.355,BARO0,42.28,96314
16.365,BARO0,42.26,96404
16.375,BARO0,42.28,96427
16.385,BARO0,42.26,96286
16.395,BARO0,42.27,96401
16.405,BARO0,42.28,96391
16.415,BARO0,42.25,96290
16.425,BARO0,42.27,96420
16.435,BARO0,42.27,96387
16.445,BARO0,42.25,96471
16.455,BARO0,42.26,96458
16.465,BARO0,42.24,96448
16.475,BARO0,42.27,96451
16.485,BARO0,42.27,96472
16.495,BARO0,42.23,96372
16.505,BARO0,42.24,96449
16.515,BARO0,42.24,96413
16.525,BARO0,42.25,96432
16.535,BARO0,42.24,96500
16.545,BARO0,42.24,96499
16.555,BARO0,42.24,96435
16.565,BARO0,42.23,96559
16.575,BARO0,42.24,96403
16.585,BARO0,42.22,96448
16.595,BARO0,42.21,96553
16.605,BARO0,42.22,96441
16.615,BARO0,42.23,96559
16.625,BARO0,42.21,96505
16.635,BARO0,42.21,96477
16.645,BARO0,42.22,96474
16.655,BARO0,42.21,96572
16.665,BARO0,42.2,96551
16.675,BARO0,42.19,96522
16.685,BARO0,42.19,96548
16.695,BARO0,42.19,96504
16.705,BARO0,42.21,96612
