altitude,speed,direction,stddev
242.0,2.0024984,267.13766,
356.0,2.0024984,267.13766,
436.0,3.5057096,266.72958,
454.7590026855469,3.9701617,284.16425,
476.0,5.2038445,272.20255,
536.0,6.1611686,283.13403,
672.0,6.0540595,289.72235,
895.0,5.673073,302.12497,
1122.0,5.7260804,299.1675,
