height,pressure,temperature,wind_u,wind_v
243.0,100000.0,286.85,3.2000008,-0.39999396
356.0,98675.9765625,286.326,3.2000008,-0.39999396
436.0,97737.0234375,285.376,4.4000006,-0.39999282
456.0,97500.0,285.09116,4.45596,-0.4145006
476.0,97269.6953125,284.876,4.6000013,-0.49999124
536.0,96572.9921875,284.576,6.100001,-0.79999
674.0,95000.0,284.07425,6.021503,-2.2580729
896.3169555664062,92500.0,282.7311,5.7503037,-2.3264663
1123.5802001953125,90000.0,281.38797,5.4791074,-2.3948553
