altitude,speed,direction,stddev
139.0,1.3000001,112.61991,
348.8257751464844,1.2994615,113.53166,
410.0,1.1401755,127.875046,
490.0,1.9849433,130.91429,
530.0,1.8439089,139.39879,
563.0,1.2992523,114.44395,
590.0,1.6643317,147.26479,
782.0,1.7055124,121.60746,
1005.0,1.3560352,149.03632,
1469.0,0.8105221,141.34016,
