altitude,speed,direction,stddev
142.0,0.4,360.0,
351.0,0.31088084,360.0,
410.0,0.4,360.0,
490.0,0.6708204,63.435013,
530.0,1.0,90.0,
564.0,1.3081211,99.46225,
590.0,1.6643317,122.73522,
783.0645141601562,0.9115184,112.65939,
1006.9218139648438,0.62537766,141.18437,
1470.0,0.9127978,213.6901,
