height,pressure,temperature,wind_u,wind_v
242.0,100000.0,286.44998,2.0,0.09999755
356.0,98649.7890625,285.8455,2.0,0.09999755
436.0,97709.515625,284.8955,3.5000002,0.19999562
454.7590026855469,97500.0,285.47424,3.8494618,-0.97150797
476.0,97242.0390625,284.5955,5.2,-0.19999519
536.0,96546.4375,284.7955,5.9999995,-1.4000012
672.0,95000.0,284.49847,5.698922,-2.043018
895.0,92500.0,283.43124,4.80447,-3.016757
1122.0,90000.0,281.95645,5.0000052,-2.7906888
