Scalar,Scalar
24.871369,39.124168
24.908256,39.124171
24.945143,39.124174
24.982029,39.124177
25.018916,39.124180
25.055803,39.124183
25.092690,39.124186
25.129577,39.124189
25.166464,39.124192
25.203351,39.124195
25.240238,39.124198
25.277125,39.124201
25.314012,39.124204
25.350899,39.124207
25.387786,39.124210
25.424673,39.124213
25.461560,39.124217
25.503830,39.124220
25.546100,39.124224
25.588370,39.124227
25.630640,39.124231
25.672910,39.124235
25.715180,39.124238
25.770467,39.124243
25.811256,39.124247
25.852046,39.124250
25.892835,39.124254
25.933624,39.124258
25.974413,39.124261
26.015202,39.124265
26.055992,39.124269
26.088019,39.124272
26.120046,39.124274
26.152073,39.124277
26.184101,39.124280
26.216128,39.124283
26.248155,39.124286
26.280183,39.124289
26.312210,39.124292
26.344237,39.124295
26.395720,39.124300
26.447203,39.124305
26.488621,39.124308
26.522593,39.124312
26.556565,39.124315
26.590537,39.124318
26.624509,39.124321
26.658481,39.124325
26.692453,39.124328
26.726425,39.124331
26.760397,39.124334
26.801319,39.124338
26.842241,39.124342
26.883163,39.124346
26.924084,39.124350
26.965006,39.124354
27.005928,39.124358
27.046850,39.124362
27.087772,39.124366
27.124190,39.124370
27.160608,39.124373
27.197026,39.124377
27.233444,39.124381
27.269861,39.124384
27.306279,39.124388
27.342697,39.124392
27.379115,39.124395
27.415533,39.124399
27.451950,39.124403
27.488368,39.124406
27.524786,39.124410
27.561204,39.124414
27.597622,39.124418
27.634039,39.124421
27.670457,39.124425
27.714207,39.124430
27.757958,39.124434
27.793855,39.124438
27.829752,39.124442
27.865650,39.124445
27.901547,39.124449
27.937444,39.124453
27.973342,39.124457
28.003028,39.124460
28.032714,39.124463
28.062400,39.124466
28.092085,39.124469
28.127252,39.124473
28.162419,39.124477
28.191722,39.124480
28.221025,39.124483
28.250329,39.124486
28.279632,39.124490
28.313348,39.124493
28.347065,39.124497
28.380781,39.124501
28.414497,39.124504
28.448214,39.124508
28.481930,39.124512
28.515646,39.124515
28.554848,39.124520
28.585772,39.124523
28.616697,39.124527
28.647622,39.124530
28.678546,39.124533
28.709471,39.124537
28.740396,39.124540
28.771320,39.124544
28.802245,39.124547
28.833170,39.124551
28.864094,39.124554
28.898459,39.124558
28.932824,39.124562
28.967188,39.124566
29.001553,39.124570
29.035918,39.124574
29.077233,39.124578
29.110977,39.124582
29.144720,39.124586
29.178464,39.124590
29.212207,39.124594
29.245951,39.124598
29.279694,39.124602
29.313438,39.124606
29.347181,39.124610
29.389127,39.124615
29.431073,39.124619
29.473019,39.124624
29.514964,39.124629
29.556910,39.124634
29.598856,39.124639
29.640802,39.124644
29.682748,39.124649
29.724694,39.124654
29.766639,39.124659
29.808585,39.124664
29.816141,39.124665
29.823696,39.124666
29.831251,39.124667
29.838807,39.124668
29.846362,39.124669
29.861473,39.124671
29.876584,39.124672
29.891695,39.124674
29.906806,39.124676
29.942556,39.124680
29.978307,39.124685
30.014057,39.124689
30.049808,39.124693
30.085558,39.124698
30.121309,39.124702
30.157059,39.124706
30.192810,39.124711
30.228560,39.124715
30.264311,39.124720
30.300061,39.124724
30.335812,39.124728
30.371562,39.124733
30.407313,39.124737
30.443063,39.124742
30.478814,39.124746
30.514564,39.124750
30.550315,39.124755
30.586065,39.124759
30.621816,39.124764
30.657566,39.124768
30.693317,39.124773
30.729067,39.124777
30.764818,39.124782
30.800568,39.124786
30.836319,39.124791
30.872069,39.124795
30.907820,39.124800
30.943570,39.124805
30.979321,39.124809
31.015071,39.124814
31.050822,39.124818
31.086572,39.124823
31.122323,39.124827
31.158073,39.124832
31.193824,39.124837
31.229574,39.124841
31.265325,39.124846
31.301075,39.124850
31.336826,39.124855
31.372576,39.124860
31.408327,39.124864
31.444077,39.124869
31.479827,39.124874
31.515578,39.124878
31.551328,39.124883
31.587079,39.124888
31.622829,39.124892
31.652010,39.124896
31.681191,39.124900
31.710371,39.124904
31.739552,39.124908
31.763001,39.124911
31.786450,39.124914
31.809900,39.124917
31.833349,39.124920
31.866029,39.124924
31.898709,39.124929
31.923939,39.124932
31.949168,39.124936
31.974398,39.124939
31.999627,39.124942
32.029426,39.124946
32.059225,39.124950
32.089024,39.124954
32.118823,39.124958
32.148622,39.124962
32.183687,39.124967
32.218753,39.124972
32.253818,39.124976
32.288883,39.124981
32.323948,39.124986
32.359014,39.124990
32.394079,39.124995
32.429144,39.125000
32.464210,39.125005
32.499275,39.125010
32.534340,39.125014
32.569406,39.125019
32.604471,39.125024
32.639536,39.125029
32.674601,39.125033
32.709667,39.125038
32.744732,39.125043
32.779797,39.125048
32.814863,39.125053
32.849928,39.125058
32.884993,39.125062
32.920059,39.125067
32.955124,39.125072
32.996009,39.125078
33.029313,39.125082
33.062618,39.125087
33.095922,39.125092
33.129227,39.125096
33.162531,39.125101
33.204606,39.125107
33.238318,39.125111
33.272029,39.125116
33.305741,39.125121
33.339453,39.125126
33.373165,39.125130
33.415702,39.125136
33.448788,39.125141
33.481874,39.125146
