altitude,speed,direction,stddev
232.0,1.3152945,98.74608,
356.0,1.3152945,98.74608,
436.0,1.4142135,98.13002,
451.0,1.4655063,98.13002,
476.0,1.5132746,97.59455,
536.0,1.5132746,97.59455,
677.0,1.5395508,102.09474,
905.3748779296875,1.7308292,88.580605,
1138.9796142578125,1.9974028,78.20387,
1623.0,2.6612399,64.65386,
