altitude,speed,direction,stddev
245.0,2.4738634,284.03625,
353.0,2.4738634,284.03625,
433.0,3.2984846,284.03625,
458.0,3.6446645,284.82654,
473.0,4.1761227,286.6993,
533.0,5.2201533,290.17075,
675.0,5.4880867,304.6242,
897.3131103515625,5.7394586,304.18475,
1124.5789794921875,5.9911404,303.78217,
1595.0,6.495287,303.07068,
