altitude,speed,direction,stddev
233.0,1.2369317,75.96373,
356.0,1.264911,71.564964,
436.0,1.4317821,77.90526,
452.6108093261719,1.3357048,76.523094,
476.0,1.4317821,77.90526,
536.0,1.4317821,77.90526,
677.0,1.4345877,77.00539,
906.0,1.3592764,80.53775,
1140.0,1.3000394,79.69521,
1621.0,3.1263516,58.240574,
