# Altitude (m),Latitude (° N),Longitude (° E)
520.3746704965193,47.2132108268658,9.004205905050103
520.2281049625826,47.21320676981681,9.004205694963124
520.0580716114482,47.21320272041934,9.004205484589075
519.8646711815443,47.21319867916247,9.004205273913856
519.6480163060745,47.21319464658786,9.004205062921555
519.408232579524,47.21319062329154,9.004204851594373
519.1454596414125,47.21318660992526,9.00420463991255
518.8598522629051,47.21318260719741,9.004204427854305
518.5515814199156,47.21317861587326,9.004204215395784
518.2208353344988,47.213174636774546,9.004204002511019
517.8678204647127,47.21317067077836,9.004203789171894
517.4927624218358,47.21316671881498,9.004203575348146
517.0959067929329,47.21316278186495,9.004203361007372
516.6775198463735,47.213158860955026,9.004203146115044
516.2378890980787,47.213154957153,9.004202930634577
515.7773237170844,47.2131510715614,9.004202714527386
514.3935847931401,47.21314050021032,9.00420209830739
512.7931968251502,47.21312994266915,9.004201425024682
510.9413599776843,47.213119385,9.004200683054302
508.7919399222231,47.21310881247961,9.00419985663897
506.2824106046845,47.21309821139105,9.004198923978533
503.3257173320315,47.21308757200637,9.004197854062507
499.79650355072675,47.2130768941213,9.004196601146814
495.5063342061599,47.21306619819863,9.004195094499515
490.15557516069,47.21305554953268,9.00419321777142
483.22995773192275,47.213045115357914,9.004190762813625
474.5229236652105,47.213035954704324,9.004187597625272
465.6327769201662,47.21302989931987,9.004184243678907
456.6445795426531,47.21302617789005,9.004180704826712
447.60555506285357,47.21302418656415,9.004176984589288
438.54132317065324,47.213023467418104,9.004173085894832
429.46561198821803,47.21302367914053,9.00416901106005
420.38572944200683,47.21302456969386,9.004164761868006
411.30555156046427,47.21302595389573,9.004160339670902
402.2271289637561,47.21302769605703,9.00415574548734
393.1515436765677,47.213029696905735,9.004150980083958
384.07936434861966,47.21303188387764,9.004146044039997
375.0108876825299,47.21303420396021,9.004140937796693
365.9462702377429,47.21303662460153,9.004135658710153
356.8856047116815,47.21303914644907,9.004130193046501
347.8289416030014,47.21304178821443,9.004124521969935
338.77629586875713,47.21304456353139,9.004118631767817
329.72766630852624,47.21304748232638,9.004112512467376
320.68304480124766,47.21305055181986,9.00410615682532
311.6424206147975,47.213053777257485,9.004099559590058
302.60578234108215,47.213057162444066,9.004092716963099
293.57311870316147,47.2130607101332,9.00408562620588
284.54441884025437,47.21306442231182,9.004078285352858
275.5196723622821,47.213068300407755,9.00407069300214
266.49886931189104,47.213072345441134,9.00406284816274
257.4820000971541,47.213076558135,9.004054750143158
248.46905542224133,47.21308093899573,9.004046398470118
