1.759,0.349
1.756,0.349
1.752,0.35
1.745,0.351
1.737,0.352
1.729,0.353
1.721,0.353
1.713,0.354
1.706,0.355
1.698,0.356
1.69,0.357
1.682,0.358
1.675,0.359
1.667,0.36
1.66,0.361
1.652,0.362
1.645,0.362
1.638,0.363
1.63,0.364
1.623,0.365
1.616,0.366
1.609,0.367
1.602,0.368
1.595,0.369
1.588,0.369
1.581,0.37
1.574,0.371
1.567,0.372
1.561,0.372
1.554,0.373
1.547,0.374
1.541,0.374
1.534,0.375
1.528,0.376
1.521,0.377
1.515,0.377
1.509,0.378
1.502,0.379
1.496,0.38
1.49,0.38
1.484,0.381
1.477,0.382
1.471,0.383
1.465,0.383
1.459,0.384
1.453,0.385
1.447,0.386
1.441,0.386
1.435,0.387
1.43,0.388
1.424,0.388
1.418,0.389
1.412,0.39
1.407,0.391
1.401,0.391
1.396,0.392
1.39,0.392
1.385,0.393
1.379,0.393
1.374,0.394
1.368,0.394
1.363,0.395
1.358,0.395
1.352,0.396
1.347,0.396
1.342,0.397
1.337,0.397
1.331,0.398
1.326,0.398
1.321,0.399
1.316,0.399
1.311,0.4
1.306,0.4
1.301,0.401
1.296,0.401
1.292,0.402
1.287,0.402
1.282,0.403
1.277,0.404
1.272,0.404
1.267,0.405
1.263,0.405
1.258,0.406
1.253,0.406
1.249,0.407
1.244,0.407
1.239,0.408
1.235,0.408
1.23,0.409
1.226,0.409
1.221,0.41
1.217,0.41
1.212,0.411
1.208,0.411
1.203,0.412
1.199,0.412
1.195,0.413
1.19,0.413
1.186,0.413
1.182,0.413
1.177,0.414
1.173,0.414
1.169,0.414
1.165,0.414
1.161,0.415
1.156,0.415
1.152,0.415
1.148,0.415
1.144,0.416
1.14,0.416
1.136,0.416
1.132,0.417
1.128,0.417
1.124,0.417
1.12,0.417
1.116,0.418
1.113,0.418
1.109,0.418
1.105,0.419
1.101,0.419
1.097,0.419
1.093,0.418
1.09,0.418
1.086,0.418
1.082,0.417
1.079,0.417
1.075,0.417
1.071,0.416
1.068,0.416
1.064,0.416
1.06,0.416
1.057,0.415
1.053,0.415
1.05,0.415
1.046,0.413
1.043,0.412
1.039,0.411
1.036,0.41
1.032,0.409
1.029,0.408
1.025,0.406
1.022,0.405
1.019,0.404
1.016,0.403
1.012,0.402
1.009,0.401
1.006,0.4
1.003,0.399
0.999,0.398
0.996,0.397
0.993,0.397
0.99,0.396
0.987,0.396
0.984,0.395
0.981,0.395
0.978,0.394
0.975,0.393
0.971,0.393
0.968,0.392
0.965,0.392
0.962,0.391
0.959,0.391
0.956,0.39
0.953,0.39
0.95,0.389
0.947,0.389
0.945,0.388
0.942,0.388
0.939,0.388
0.936,0.388
0.933,0.387
0.93,0.387
0.927,0.387
0.924,0.386
0.921,0.386
0.919,0.386
0.916,0.386
0.913,0.385
0.91,0.385
0.907,0.385
0.905,0.385
0.902,0.384
0.899,0.384
0.896,0.384
0.893,0.383
0.891,0.383
0.888,0.382
0.885,0.382
0.883,0.382
0.88,0.381
0.877,0.381
0.875,0.381
0.872,0.381
0.87,0.38
0.867,0.38
0.864,0.38
0.862,0.38
0.859,0.379
0.856,0.379
0.854,0.379
0.851,0.379
0.849,0.378
0.846,0.378
0.844,0.378
0.841,0.378
0.839,0.378
0.836,0.378
0.834,0.377
0.831,0.377
0.829,0.377
0.826,0.377
0.823,0.377
0.821,0.377
0.818,0.376
0.816,0.376
0.814,0.376
0.811,0.376
0.809,0.376
0.806,0.376
0.804,0.376
0.802,0.376
0.799,0.375
0.797,0.375
0.795,0.375
0.792,0.375
0.79,0.375
0.788,0.375
0.785,0.375
0.783,0.375
0.781,0.375
0.778,0.375
0.776,0.374
0.774,0.374
0.771,0.374
0.769,0.374
0.767,0.374
0.764,0.374
0.762,0.374
0.76,0.374
0.758,0.374
0.755,0.374
0.753,0.374
0.751,0.374
0.748,0.374
0.746,0.374
0.744,0.373
0.742,0.373
0.739,0.373
0.737,0.373
0.735,0.373
0.733,0.373
0.73,0.373
0.728,0.373
0.726,0.373
0.724,0.373
0.722,0.373
0.719,0.373
0.717,0.373
0.715,0.373
0.713,0.373
0.711,0.373
0.708,0.373
0.706,0.373
0.704,0.373
0.702,0.373
0.7,0.373
0.698,0.373
0.696,0.373
0.694,0.373
0.691,0.373
0.689,0.373
0.687,0.373
0.685,0.373
0.683,0.373
0.681,0.373
0.679,0.373
0.677,0.373
0.675,0.373
0.673,0.373
0.67,0.373
0.668,0.373
0.666,0.373
0.664,0.373
0.662,0.373
0.66,0.373
0.658,0.373
0.656,0.373
0.654,0.373
0.652,0.373
0.65,0.373
0.648,0.373
0.646,0.373
0.644,0.373
0.642,0.373
0.64,0.373
0.638,0.373
0.636,0.373
0.634,0.373
0.632,0.373
0.63,0.373
0.628,0.373
0.626,0.373
0.624,0.373
0.622,0.373
0.62,0.373
0.618,0.373
0.616,0.374
0.614,0.374
0.612,0.374
0.61,0.374
0.608,0.374
0.606,0.374
0.604,0.374
0.602,0.374
0.6,0.374
0.598,0.374
0.596,0.374
0.594,0.374
0.593,0.374
0.591,0.374
0.589,0.374
0.587,0.374
0.585,0.374
0.583,0.374
0.581,0.374
0.579,0.374
0.577,0.375
0.576,0.375
0.574,0.375
0.572,0.375
0.57,0.375
0.568,0.375
0.566,0.375
0.564,0.375
0.563,0.375
0.561,0.375
0.559,0.375
0.557,0.375
0.555,0.375
0.553,0.375
0.551,0.376
0.55,0.376
0.548,0.376
0.546,0.376
0.544,0.376
0.542,0.376
0.54,0.376
0.538,0.376
0.537,0.376
0.535,0.376
0.533,0.376
0.531,0.376
0.529,0.377
0.528,0.377
0.526,0.377
0.524,0.377
0.522,0.377
0.52,0.377
0.519,0.377
0.517,0.377
0.515,0.377
0.513,0.377
0.511,0.377
0.51,0.378
0.508,0.378
0.506,0.378
0.504,0.378
0.503,0.378
0.501,0.378
0.499,0.378
0.497,0.378
0.495,0.378
0.494,0.378
0.492,0.379
0.49,0.379
0.488,0.379
0.486,0.379
0.485,0.379
0.483,0.379
0.481,0.379
0.479,0.379
0.477,0.38
0.476,0.38
0.474,0.38
0.472,0.38
0.47,0.38
0.469,0.38
0.467,0.38
0.465,0.38
0.463,0.38
0.462,0.381
0.46,0.381
0.459,0.381
0.457,0.381
0.455,0.381
0.454,0.381
0.452,0.381
0.45,0.381
0.449,0.382
0.447,0.382
0.445,0.382
0.443,0.382
0.442,0.382
0.44,0.382
0.438,0.382
0.437,0.383
0.435,0.383
0.433,0.383
0.432,0.383
0.43,0.383
0.428,0.383
0.427,0.383
0.425,0.384
0.424,0.384
0.422,0.384
0.42,0.384
0.418,0.384
0.417,0.384
0.415,0.384
0.413,0.385
0.412,0.385
0.41,0.385
0.408,0.385
0.407,0.385
0.405,0.385
0.404,0.386
0.402,0.386
0.4,0.386
0.399,0.386
0.397,0.386
0.395,0.386
0.394,0.387
0.392,0.387
0.391,0.387
0.389,0.387
0.387,0.387
0.386,0.387
0.384,0.388
0.383,0.388
0.381,0.388
0.379,0.388
0.378,0.388
0.376,0.388
0.375,0.389
0.373,0.389
0.371,0.389
0.37,0.389
0.368,0.389
0.367,0.39
0.365,0.39
0.363,0.39
0.362,0.39
0.36,0.39
0.359,0.391
0.357,0.391
0.356,0.391
0.354,0.391
0.353,0.391
0.351,0.391
0.35,0.392
0.348,0.392
0.346,0.392
0.345,0.392
0.344,0.392
0.342,0.393
0.34,0.393
0.339,0.393
0.337,0.393
0.336,0.393
0.334,0.394
0.333,0.394
0.332,0.394
0.33,0.394
0.329,0.395
0.327,0.395
0.325,0.395
0.324,0.395
0.322,0.395
0.321,0.396
0.319,0.396
0.318,0.396
0.317,0.396
0.315,0.396
0.314,0.397
0.312,0.397
0.311,0.397
0.309,0.397
0.308,0.398
0.306,0.398
0.305,0.398
0.303,0.398
0.302,0.399
0.3,0.399
0.299,0.399
0.298,0.399
0.296,0.399
0.295,0.4
0.293,0.4
0.291,0.4
0.29,0.401
0.288,0.401
0.287,0.401
0.286,0.401
0.284,0.401
0.283,0.402
0.282,0.402
0.28,0.402
0.279,0.402
0.277,0.403
0.276,0.403
0.275,0.403
0.273,0.404
0.271,0.404
0.27,0.404
0.269,0.404
0.267,0.405
0.266,0.405
0.265,0.405
0.264,0.405
0.262,0.406
0.261,0.406
0.259,0.406
0.258,0.406
0.257,0.407
0.255,0.407
0.254,0.407
0.253,0.407
0.252,0.408
0.25,0.408
0.249,0.408
0.247,0.409
0.246,0.409
0.245,0.409
0.243,0.41
0.242,0.41
0.241,0.41
0.239,0.41
0.238,0.411
0.237,0.411
0.235,0.411
0.234,0.412
0.233,0.412
0.232,0.412
0.231,0.412
0.23,0.413
0.228,0.413
0.227,0.413
0.226,0.414
0.225,0.414
0.223,0.414
0.222,0.414
0.221,0.415
0.22,0.415
0.219,0.415
0.218,0.416
0.216,0.416
0.215,0.416
0.214,0.417
0.213,0.417
0.212,0.417
0.211,0.417
0.21,0.418
0.209,0.418
0.208,0.418
0.207,0.419
0.206,0.419
0.204,0.419
0.203,0.419
0.202,0.42
0.201,0.42
0.2,0.42
0.199,0.421
0.198,0.421
0.197,0.421
0.196,0.421
0.195,0.422
0.194,0.422
0.193,0.422
0.192,0.423
0.191,0.423
0.19,0.423
0.189,0.424
0.188,0.424
0.187,0.424
0.186,0.425
0.185,0.425
0.184,0.425
0.183,0.426
0.182,0.426
0.181,0.426
0.18,0.426
0.18,0.427
0.179,0.427
0.178,0.427
0.177,0.428
0.176,0.428
0.176,0.428
0.175,0.428
0.175,0.428
0.174,0.429
0.174,0.429
0.173,0.429
0.172,0.429
0.171,0.43
0.171,0.43
0.17,0.43
0.169,0.43
0.168,0.431
0.168,0.431
0.167,0.431
0.166,0.431
0.166,0.432
0.165,0.432
0.165,0.432
0.164,0.432
0.164,0.432
0.164,0.432
0.164,0.432
0.163,0.432
0.163,0.433
0.163,0.433
0.162,0.433
0.162,0.433
0.161,0.433
0.16,0.434
0.16,0.434
0.159,0.434
0.159,0.434
0.158,0.434
0.158,0.435
0.157,0.435
0.157,0.435
0.157,0.435
0.157,0.435
0.157,0.435
0.156,0.435
0.156,0.435
0.155,0.436
0.155,0.436
0.155,0.436
0.155,0.436
0.155,0.436
0.154,0.436
0.154,0.436
0.154,0.436
0.154,0.436
0.154,0.436
0.154,0.436
